"","X","...1","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"1030",1030,99,45973,"13_W_2",2189.5,12.637,19.208,19.208,"GLU",18.77785,18.5346463049898
"1060",1060,19,46460,"89_W_2",2069.1,11.767,22.606,22.606,"GLU",22.17585,23.4693468044639
"1065",1065,24,46461,"89_W_2",2070.1,11.908,22.597,22.597,"GLU",22.16685,23.4028607150689
"1070",1070,29,46462,"89_W_2",2069.1,10.676,23.104,23.104,"GLU",22.67385,23.9400472538448
"1075",1075,34,46463,"89_E_3",2078.5,15.73,22.475,22.475,"GLU",22.04485,23.007559604653
"1080",1080,39,46464,"89_E_3",2078.1,15.116,23.338,23.338,"GLU",22.90785,23.844252582667
"1085",1085,44,46465,"89_E_3",2078.5,15.03,23.724,23.724,"GLU",23.29385,24.1844348817554
"1095",1095,54,46467,"89_K_2",2075.2,12.934,23.165,23.165,"GLU",22.73485,23.6201330934748
"1100",1100,59,46468,"89_K_2",2077.9,12.905,23.381,23.381,"GLU",22.95085,23.7884571326679
"1105",1105,64,46469,"89_K_2",2076.2,12.623,23.392,23.392,"GLU",22.96185,23.7649245343092
"1110",1110,69,46470,"89_E_2",2079.1,13.145,23.049,23.049,"GLU",22.61885,23.3461589676479
"1115",1115,74,46471,"89_E_2",2082.1,12.881,23.058,23.058,"GLU",22.62785,23.319237589845
"1120",1120,79,46472,"89_E_2",2086.9,12.596,23.446,23.446,"GLU",23.01585,23.6729123855271
"1155",1155,19,46482,"92_E_2",2072,14.111,23.854,23.854,"GLU",23.42385,24.6404906332167
"1160",1160,24,46483,"92_E_2",2072,13.223,23.595,23.595,"GLU",23.16485,24.3718687680968
"1165",1165,29,46484,"92_E_2",2073.3,13.117,23.412,23.412,"GLU",22.98185,24.1435935380296
"1170",1170,34,46485,"89_W_3",2066.6,9.923,23.857,23.857,"GLU",23.42685,24.7393510931748
"1175",1175,39,46486,"89_W_3",2067.4,9.586,24.539,24.539,"GLU",24.10885,25.3988661429576
"1180",1180,44,46487,"89_W_3",2068.1,9.369,24.321,24.321,"GLU",23.89085,25.1493457558281
"1190",1190,54,46489,"93_K_2",2084.4,18.492,23.588,23.588,"GLU",23.15785,23.8711487474138
"1195",1195,59,46490,"93_K_2",2086.4,18.131,23.257,23.257,"GLU",22.82685,23.499609867182
"1200",1200,64,46491,"93_K_2",2092.5,18.156,23.249,23.249,"GLU",22.81885,23.4404359177862
"1205",1205,69,46492,"84_W_2",2083.9,6.825,23.146,23.146,"GLU",22.71585,24.0207395430802
"1210",1210,74,46493,"84_W_2",2097.3,6.465,22.928,22.928,"GLU",22.49785,23.8108977903973
"1215",1215,79,46494,"84_W_2",2108.4,6.266,22.318,22.318,"GLU",21.88785,23.1853568078149
"1225",1225,89,46496,"80_W_2",2135.8,3.796,21.285,21.285,"GLU",20.85485,22.7398596661978
"1230",1230,94,46497,"80_W_2",2145.6,3.427,20.985,20.985,"GLU",20.55485,22.5647120248416
"1234",1234,98,46498,"80_W_2",2155.6,3.198,18.505,18.505,"GLU",18.07485,20.1607029930733
"1263",1263,19,46504,"77_W_3",2068.3,10.773,21.817,21.817,"GLU",21.38685,22.9442114375898
"1268",1268,24,46505,"77_W_3",2067.8,10.157,21.721,21.721,"GLU",21.29085,22.9052541245758
"1273",1273,29,46506,"77_W_3",2067.4,9.844,21.394,21.394,"GLU",20.96385,22.6149323477778
"1278",1278,34,46507,"80_K_2",2075,14.216,23.17,23.17,"GLU",22.73985,24.144497192731
"1283",1283,39,46508,"80_K_2",2075.4,13.06,22.93,22.93,"GLU",22.49985,23.969703583671
"1288",1288,44,46509,"80_K_2",2075,12.128,23.684,23.684,"GLU",23.25385,24.784996653927
"1298",1298,54,46511,"77_W_2",2077.3,12.548,22.989,22.989,"GLU",22.55885,24.0904797923527
"1303",1303,59,46512,"77_W_2",2076.8,12.39,23.272,23.272,"GLU",22.84185,24.3938039878623
"1308",1308,64,46513,"77_W_2",2078.1,12.933,23.257,23.257,"GLU",22.82685,24.3620485008765
"1313",1313,69,46514,"86_E_2",2073.1,9.01,23.717,23.717,"GLU",23.28685,25.1059237220351
"1318",1318,74,46515,"86_E_2",2076.4,7.876,24.502,24.502,"GLU",24.07185,26.0244519072306
"1323",1323,79,46516,"86_E_2",2080.2,8.038,23.903,23.903,"GLU",23.47285,25.4180183308388
"1333",1333,89,46518,"83_K_2",2062.8,4.151,21.05,21.05,"GLU",20.61985,23.3911860382043
"1338",1338,94,46519,"83_K_2",2069.1,3.895,20.228,20.228,"GLU",19.79785,22.681518286583
"1342",1342,98,46520,"83_K_2",2083.9,3.591,18.969,18.969,"GLU",18.53885,21.5698699247747
"1371",1371,19,46557,"10_W_2_R",2064.3,9.926,24.217,24.217,"GLU",23.78685,25.3800472037286
"1376",1376,24,46558,"10_W_2_R",2063.9,9.61,23.902,23.902,"GLU",23.47185,25.0272205010101
"1381",1381,29,46559,"10_W_2_R",2064.3,9.253,23.292,23.292,"GLU",22.86185,24.3846683923091
"1386",1386,34,46560,"04_E_2_R",2072.2,14.437,23.294,23.294,"GLU",22.86385,24.0040933057408
"1391",1391,39,46561,"04_E_2_R",2072,13.735,23.498,23.498,"GLU",23.06785,24.1747049112768
"1396",1396,44,46562,"04_E_2_R",2072.2,12.758,23.623,23.623,"GLU",23.19285,24.2831876424646
"1406",1406,54,46564,"22_K_3_R",2063.7,7.878,23.622,23.622,"GLU",23.19185,24.5387779232158
"1411",1411,59,46565,"22_K_3_R",2064.1,7.676,23.783,23.783,"GLU",23.35285,24.660727548845
"1416",1416,64,46566,"22_K_3_R",2063.9,7.367,23.627,23.627,"GLU",23.19685,24.4812085472714
"1426",1426,74,46571,"86_W_3",2064.5,7.008,22.361,22.361,"GLU",21.93085,22.9461174240629
"1431",1431,79,46572,"86_W_3",2063,6.977,22.794,22.794,"GLU",22.36385,23.3197240183686
"1436",1436,84,46573,"86_W_3",2063.2,6.329,22.116,22.116,"GLU",21.68585,22.683172081931
"1466",1466,19,46580,"77_E_3",2062,9.775,22.82,22.82,"GLU",22.38985,23.3444999797433
"1471",1471,24,46581,"77_E_3",2060.7,8.792,22.834,22.834,"GLU",22.40385,23.3981568622158
"1476",1476,29,46582,"77_E_3",2059.9,8.491,23.193,23.193,"GLU",22.76285,23.7385056493311
"1481",1481,34,46583,"71_W_2",2045.5,2.148,23.068,23.068,"GLU",22.63785,25.7321928327889
"1486",1486,39,46584,"71_W_2",2044.6,1.817,22.57,22.57,"GLU",22.13985,25.6363870999993
"1491",1491,44,46585,"71_W_2",2043.8,1.749,22.433,22.433,"GLU",22.00285,25.561002727486
"1501",1501,54,46587,"71_W_3",2065.3,9.726,23.522,23.522,"GLU",23.09185,23.703594406255
"1506",1506,59,46588,"71_W_3",2063.9,8.873,24.163,24.163,"GLU",23.73285,24.3721744553894
"1511",1511,64,46589,"71_W_3",2064.7,8.697,24.483,24.483,"GLU",24.05285,24.6601665096877
"1516",1516,69,46590,"74_E_2",2063.9,8.256,24.908,24.908,"GLU",24.47785,25.0824667601119
"1521",1521,74,46591,"74_E_2",2063.7,7.924,24.524,24.524,"GLU",24.09385,24.6871836569713
"1526",1526,79,46592,"74_E_2",2061.8,7.817,24.653,24.653,"GLU",24.22285,24.7795601541106
"1536",1536,89,46594,"77_K_2",2065.8,8.702,23.201,23.201,"GLU",22.77085,23.1298181422702
"1541",1541,94,46595,"77_K_2",2061.6,7.063,23.478,23.478,"GLU",23.04785,23.5567337005927
"1546",1546,99,46596,"77_K_2",2060.7,6.888,24.032,24.032,"GLU",23.60185,24.0873300227923
"1576",1576,19,46805,"71_K_2",2070.1,13.146,21.925,21.925,"GLU",21.49485,22.6046404379392
"1581",1581,24,46806,"71_K_2",2087.7,13.772,21.808,21.808,"GLU",21.37785,22.6101208752742
"1586",1586,29,46807,"71_K_2",2075.4,13.269,21.729,21.729,"GLU",21.29885,22.7067421647812
"1591",1591,34,46808,"71_K_3",2061.6,7.315,22.111,22.111,"GLU",21.68085,23.7235592560182
"1596",1596,39,46809,"71_K_3",2061.8,7.038,21.849,21.849,"GLU",21.41885,23.6530209107999
"1601",1601,44,46810,"71_K_3",2060.7,6.585,21.609,21.609,"GLU",21.17885,23.6357413312426
"1611",1611,54,46812,"71_E_2",2083.3,21.044,21.803,21.803,"GLU",21.37285,23.2907471203532
"1616",1616,59,46813,"71_E_2",2084.4,20.614,21.667,21.667,"GLU",21.23685,23.3162418736243
"1621",1621,64,46814,"71_E_2",2084.8,19.902,22.029,22.029,"GLU",21.59885,23.8467125217855
"1626",1626,69,46815,"71_E_3",2073.7,9.606,22.204,22.204,"GLU",21.77385,24.6331087342311
"1631",1631,74,46816,"71_E_3",2083.7,9.648,21.83,21.83,"GLU",21.39985,24.4075923834049
"1636",1636,79,46817,"71_E_3",2121.3,9.005,21.923,21.923,"GLU",21.49285,24.7104625113595
"1671",1671,19,46827,"68_W_3",2071.6,14.279,22.482,22.482,"GLU",22.05185,23.569346479831
"1676",1676,24,46828,"68_W_3",2072,13.863,22.054,22.054,"GLU",21.62385,23.2309077990588
"1681",1681,29,46829,"68_W_3",2072.4,13.2,22.101,22.101,"GLU",21.67085,23.3803239764672
"1686",1686,34,46830,"68_K_2",2070.6,12.442,22.613,22.613,"GLU",22.18285,24.0027133173099
"1691",1691,39,46831,"68_K_2",2070.1,11.911,22.523,22.523,"GLU",22.09285,24.0139993770975
"1696",1696,44,46832,"68_K_2",2070.4,10.906,22.666,22.666,"GLU",22.23585,24.2918965238409
"1706",1706,54,46834,"67_E_2",2069.3,9.121,22.395,22.395,"GLU",21.96485,24.3061468645538
"1711",1711,59,46835,"67_E_2",2070.1,8.308,22.604,22.604,"GLU",22.17385,24.6689433741093
"1716",1716,64,46836,"67_E_2",2071.4,8.278,22.476,22.476,"GLU",22.04585,24.6156429922481
"1721",1721,69,46837,"67_E_3",2081.4,13.009,22.731,22.731,"GLU",22.30085,24.5908822259781
"1726",1726,74,46838,"67_E_3",2085,12.327,23.481,23.481,"GLU",23.05085,25.4481033830202
"1731",1731,79,46839,"67_E_3",2086.7,11.511,22.15,22.15,"GLU",21.71985,24.2362175928538
"1741",1741,89,46841,"65_W_2",2127.8,15.001,22.99,22.99,"GLU",22.55985,25.0473515126475
"1746",1746,94,46842,"65_W_2",2193.5,15.117,22.394,22.394,"GLU",21.96385,24.5182416202425
"1751",1751,99,46843,"65_W_2",2272.2,16.505,22.251,22.251,"GLU",21.82085,24.3971380109876
"1781",1781,19,46849,"68_W_2",2070.4,13.655,22.842,22.842,"GLU",22.41185,24.0484872563165
"1786",1786,24,46850,"68_W_2",2070.1,13.06,22.534,22.534,"GLU",22.10385,23.7506572768524
"1791",1791,29,46851,"68_W_2",2070.1,12.806,22.235,22.235,"GLU",21.80485,23.4462081380694
"1796",1796,34,46852,"65_K_2",2078.3,17.894,23.547,23.547,"GLU",23.11685,24.5447846749314
"1801",1801,39,46853,"65_K_2",2076.8,15.696,23.053,23.053,"GLU",22.62285,24.103107765645
"1806",1806,44,46854,"65_K_2",2077.9,15.489,22.433,22.433,"GLU",22.00285,23.4723474134331
"1816",1816,54,46856,"65_E_2",2074.7,10.125,22.37,22.37,"GLU",21.93985,23.659197905554
"1821",1821,59,46857,"65_E_2",2075,8.479,21.318,21.318,"GLU",20.88785,22.7383757760174
"1826",1826,64,46858,"65_E_2",2080.4,8.984,22.12,22.12,"GLU",21.68985,23.4711048881433
"1861",1861,19,46871,"89_K_2_R",2066.6,13.12,20.154,20.154,"GLU",19.72385,21.1528311656968
"1872",1872,30,46872,"89_K_2_R",2066.6,12.93,20.043,20.043,"GLU",19.61285,21.0592956165514
"1877",1877,35,46873,"89_K_2_R",2066.4,12.655,19.49,19.49,"GLU",19.05985,20.5284533507291
"1882",1882,40,46874,"74_W_2_R",2064.1,10.09,23.555,23.555,"GLU",23.12485,24.7658353552729
"1887",1887,45,46875,"74_W_2_R",2063.7,9.263,24.414,24.414,"GLU",23.98385,25.7025436074838
"1892",1892,50,46876,"74_W_2_R",2063.9,9.089,25.178,25.178,"GLU",24.74785,26.490589573548
"1902",1902,60,46878,"01_E_3_R",2073.7,12.486,22.572,22.572,"GLU",22.14185,23.6592571725204
"1907",1907,65,46879,"01_E_3_R",2074.7,11.338,22.348,22.348,"GLU",21.91785,23.5104940946597
"1912",1912,70,46880,"01_E_3_R",2076.4,11.253,22.894,22.894,"GLU",22.46385,24.0699132376876
"1917",1917,75,46881,"95_W_3",2069.7,5.945,21.338,21.338,"GLU",20.90785,23.1177533875398
"1922",1922,80,46882,"95_W_3",2074.5,5.623,21.616,21.616,"GLU",21.18585,23.4706085843245
"1927",1927,85,46883,"95_W_3",2080.8,5.562,21.129,21.129,"GLU",20.69885,23.0050052170655
"1937",1937,95,46885,"95_W_2",2089,3.251,19.011,19.011,"GLU",18.58085,21.7215413575007
"1942",1942,100,46886,"95_W_2",2094,3.121,18.333,18.333,"GLU",17.90285,21.1283203540921
"1947",1947,105,46887,"95_W_2",2105.7,3.119,18.197,18.197,"GLU",17.76685,21.0015075811674
"1976",1976,19,46893,"22_K_2",2065.8,11.654,23.601,23.601,"GLU",23.17085,24.4635754948927
"1981",1981,24,46894,"22_K_2",2065.1,11.086,23.434,23.434,"GLU",23.00385,24.3127276621902
"1986",1986,29,46895,"22_K_2",2065.3,10.802,23.379,23.379,"GLU",22.94885,24.2570873419077
"1991",1991,34,46896,"22_E_2",2062.6,9.726,22.052,22.052,"GLU",21.62185,22.9920677017079
"1996",1996,39,46897,"22_E_2",2063,9.647,22.636,22.636,"GLU",22.20585,23.5627920975396
"2001",2001,44,46898,"22_E_2",2062.2,9.208,22.739,22.739,"GLU",22.30885,23.6845911319209
"2011",2011,54,46900,"22_E_3",2067,9.809,20.572,20.572,"GLU",20.14185,21.4255258022125
"2016",2016,59,46901,"22_E_3",2066.4,8.705,20.581,20.581,"GLU",20.15085,21.5153820944262
"2021",2021,64,46903,"16_W_2",2072.9,11.546,23.772,23.772,"GLU",23.34185,24.4420289854401
"2026",2026,69,46904,"16_W_2",2072.9,10.504,24.61,24.61,"GLU",24.17985,25.3300446466976
"2031",2031,74,46905,"16_W_2",2075,9.805,24.252,24.252,"GLU",23.82185,25.0062724473643
"2041",2041,84,46907,"16_W_3",2086.2,12.562,23.689,23.689,"GLU",23.25885,24.2210733500753
"2046",2046,89,46908,"16_W_3",2089.6,11.169,23.63,23.63,"GLU",23.19985,24.2244260189229
"2051",2051,94,46909,"16_W_3",2094.8,11.172,23.811,23.811,"GLU",23.38085,24.3853131310533
"2081",2081,19,46915,"16_E_2",2048.8,2.676,22.413,22.413,"GLU",21.98285,25.3005739713193
"2086",2086,24,46916,"16_E_2",2049.2,2.647,21.472,21.472,"GLU",21.04185,24.3757384150523
"2091",2091,29,46917,"16_E_2",2047.8,2.603,21.458,21.458,"GLU",21.02785,24.3909237731174
"2096",2096,34,46918,"13_W_2_a",2058.4,6.891,23.016,23.016,"GLU",22.58585,24.4297245237708
"2101",2101,39,46919,"13_W_2_a",2058.7,6.415,22.635,22.635,"GLU",22.20485,24.1188022229288
"2106",2106,44,46920,"13_W_2_a",2058.7,6.119,23.189,23.189,"GLU",22.75885,24.7188991832694
"2116",2116,54,46922,"13_W_3_a",2064.3,7.689,22.621,22.621,"GLU",22.19085,23.8947646271126
"2121",2121,59,46923,"13_W_3_a",2064.1,6.615,23.327,23.327,"GLU",22.89685,24.7478186194951
"2126",2126,64,46924,"13_W_3_a",2066.8,6.235,23.615,23.615,"GLU",23.18485,25.0941613779651
"2131",2131,69,46925,"07_W_2",2058,2.403,20.221,20.221,"GLU",19.79085,23.2759638444781
"2136",2136,74,46926,"07_W_2",2060.9,2.113,20.531,20.531,"GLU",20.10085,23.8929792660577
"2141",2141,79,46927,"07_W_2",2063.7,2.117,19.769,19.769,"GLU",19.33885,23.1188139775444
"2176",2176,19,46937,"86_W_2",2064.5,10.784,23.381,23.381,"GLU",22.95085,24.4949700433614
"2181",2181,24,46938,"86_W_2",2065.1,10.588,22.696,22.696,"GLU",22.26585,23.7931602578706
"2186",2186,29,46939,"86_W_2",2064.3,10.126,22.841,22.841,"GLU",22.41085,23.9420292396238
"2191",2191,34,46940,"07_E_3",2055.5,5.244,22.083,22.083,"GLU",21.65285,23.8241245105807
"2196",2196,39,46941,"07_E_3",2055.1,5.003,22.534,22.534,"GLU",22.10385,24.3063607264084
"2201",2201,44,46942,"07_E_3",2055.5,4.914,22.729,22.729,"GLU",22.29885,24.4948874184513
"2211",2211,54,46944,"01_W_2",2074.1,12.823,22.014,22.014,"GLU",21.58385,22.7912792504311
"2216",2216,59,46945,"01_W_2",2075,12.043,22.226,22.226,"GLU",21.79585,23.0149573815514
"2221",2221,64,46946,"01_W_2",2077.5,12.036,22.935,22.935,"GLU",22.50485,23.6936788448807
"2226",2226,69,46947,"98_E_3",2072,6.642,22.929,22.929,"GLU",22.49885,24.1754757361391
"2231",2231,74,46948,"98_E_3",2078.1,6.216,23.292,23.292,"GLU",22.86185,24.5813382619481
"2236",2236,79,46949,"98_E_3",2087.3,6.165,22.843,22.843,"GLU",22.41285,24.1110574912371
"2276",2276,24,46966,"74_K_2",2065.3,5.884,20.313,20.313,"GLU",19.88285,21.4041259831276
"2281",2281,29,46967,"74_K_2",2065.5,6.091,21.23,21.23,"GLU",20.79985,22.2381462079283
"2286",2286,34,46968,"74_K_2",2065.3,6.232,22.076,22.076,"GLU",21.64585,23.0154195518982
"2296",2296,44,46970,"74_W_2",2070.4,6.429,22.379,22.379,"GLU",21.94885,23.1984566979944
"2301",2301,49,46971,"74_W_2",2076.2,6.313,23.345,23.345,"GLU",22.91485,24.1422644646828
"2306",2306,54,46972,"74_W_2",2082.9,6.938,23.155,23.155,"GLU",22.72485,23.8073000559003
"2336",2336,19,47257,"74_E_2",2286.5,32.604,23.88,23.88,"GLU",23.44985,24.1010833580798
"2341",2341,24,47258,"74_E_2",2286.5,31.079,23.719,23.719,"GLU",23.28885,24.1139348254439
"2346",2346,29,47259,"74_E_2",2285.2,31.013,23.746,23.746,"GLU",23.31585,24.2995900731575
"2351",2351,34,47260,"89_W_2_R",2274.3,10.885,21.561,21.561,"GLU",21.13085,22.8125885056556
"2356",2356,39,47262,"89_W_2_R",2273.5,10.283,21.386,21.386,"GLU",20.95585,22.9968099759
"2366",2366,49,47264,"92_W_3",2281.4,23.174,22.319,22.319,"GLU",21.88885,23.7726702681943
"2371",2371,54,47265,"92_W_3",2281,22.047,22.123,22.123,"GLU",21.69285,23.7560451656451
"2376",2376,59,47266,"92_W_3",2291.5,20.398,21.888,21.888,"GLU",21.45785,23.7140610005547
"2384",2384,67,47268,"77_E_2",2285,32.664,19.641,19.641,"GLU",19.21085,21.5987744781572
"2389",2389,72,47269,"77_E_2",2285,22.647,22.26,22.26,"GLU",21.82985,24.5131402600585
"2399",2399,82,47271,"07_K_2",2287.5,30.396,20.03,20.03,"GLU",19.59985,22.4856769732996
"2404",2404,87,47272,"07_K_2",2292.1,23.33,22.163,22.163,"GLU",21.73285,24.8773301610011
"2409",2409,92,47273,"07_K_2",2291.1,32.946,19.883,19.883,"GLU",19.45285,22.6276600253681
