"","X","Sample.ID","Year","System","Age","ALA.mean","VAL.mean","NOR.mean","GLU.mean","PHE.mean","ALA.sd","VAL.sd","NOR.sd","GLU.sd","PHE.sd"
"24","24","98_W_2","1998","Wood","2","23.8629764204541","15.1291720643932","14.2594588068182","21.8720113636353","6.82404848484656","0.403349136397869","0.587784367641876","2.0685844901073","0.564558315002084","0.356620193980692"
"25","25","01_E_3","2001","Egegik","3","23.5611928030302","16.6876976325756","14.7710448863639","21.9796559659078","7.2324924242414","0.239662880736261","0.761573690228818","0.362911519626049","0.434005762097688","0.509622025272993"
"26","26","04_K_2","2004","Kvichak","2","24.426306060606","16.796790151515","15.3879893939399","23.2084568181805","8.71451515151412","0.263247133357603","0.782262785980865","1.46138470931351","0.231138234908102","0.209901047049228"
"27","27","10_W_2","2010","Wood","2","22.3769015151514","17.2893579545453","16.8796931818189","23.5535246212106","4.66887878787748","0.300892386445701","0.292918741713872","0.633785657996352","0.71706088315542","1.70040883974412"
"28","28","13_K_2","2013","Kvichak","2","20.9369306818181","15.0271298295453","16.5696744318184","19.4765881628777","5.92579545454456","0.523337925876167","0.570718496559784","2.24403840398873","0.360704297148255","0.603180135042573"
"29","29","98_E_2","1998","Egegik","2","21.8010147727271","20.2107838068181","13.1156376893947","21.3039921401498","2.38556818181685","0.256709566837391","1.88016165710851","1.45979597417892","0.286360275371331","0.405797254393874"
"30","30","13_E_2","2013","Egegik","2","20.187763636363","21.9046198863632","13.5952185606063","19.3619712121193","1.57908361742237","0.539331657418829","1.97472842976841","0.896100341526889","0.42530581108285","0.554908588375909"
"31","31","13_E_3","2013","Egegik","3","21.7785757575752","19.0993674242419","15.2190984848487","21.4746363636347","3.35174810605892","0.634036683072963","0.312569324326313","0.635051861191505","0.343051983296765","1.13339876925389"
"34","34","95_E_2","1995","Egegik","2","22.9300037878785","17.7277840909089","14.8295473484847","22.2170170454536","4.76540151515011","0.72772170691586","0.335203032987772","1.10703278741281","0.141321738747007","1.42020768945117"
"35","35","95_E_3","1995","Egegik","3","24.198065151515","17.6050196969694","15.9203143939392","22.7057265151509","8.21503939393816","0.208484779231047","3.05728659477097","2.29020176111443","0.831714797506477","1.08042586849461"
"36","36","95_K_2","1995","Kvichak","2","21.6318744318178","21.2138573863632","12.3855553977271","20.5704016098476","3.34283977272581","0.254006311341457","1.19039390874747","0.275708476298951","0.492006384918548","0.472927035383811"
"37","37","89_E_2","1989","Egegik","2","24.1133613636364","17.1417053977273","13.0917559659096","22.2797236742422","5.92167187499921","0.23188794147579","0.389523213976495","2.13134671330819","0.185138743705849","0.411605877851208"
"38","38","89_E_3","1989","Egegik","3","22.9396818181819","16.9008238636364","14.201524621213","22.6184204545449","2.50047916666565","0.577675848191423","0.22893966024566","1.89859135384669","0.591600914081679","1.86759810171115"
"39","39","89_K_2","1989","Kvichak","2","24.2562606060607","13.9964704545455","15.0353234848492","22.5554984848481","7.12554166666578","0.142728742434798","4.93848327411516","1.30029854720224","0.0874263774062064","1.05422967173431"
"40","40","89_W_2","1989","Wood","2","23.0465810606062","19.5399222537879","13.0667588068192","22.3558619318177","3.39401562499889","0.231114480307766","1.34418544919267","0.0757486487283159","0.249257212572363","0.720059638541576"
"41","41","80_W_2","1980","Wood","2","20.6407662878788","13.6036013257577","15.2867041666667","19.1797535037874","5.02473579545441","0.277800956260944","1.14399163687367","1.70689196267356","1.57194171027647",NA
"42","42","84_W_2","1984","Wood","2","22.9834132575758","16.1410369318183","13.7737208333334","21.9206523674237","6.66236676136355","0.213000844918203","0.153401584438552","0.168793134456286","0.478060765020668","1.29764493664829"
"43","43","89_W_3","1989","Wood","3","23.5374621212121","16.7555492424243","14.3905833333335","23.715642045454","3.989505681818","0.430265273279649","0.497397881146415","1.62823771214142","0.316940733835759","1.09254725015688"
"44","44","92_E_2","1992","Egegik","2","23.7638640151515","21.4402926136364","13.8010958333337","23.2483995265146","3.70780331439365","0.269633498609175","1.57406666630481","0.213854850867408","0.272359789086309","1.31631210837189"
"45","45","93_K_2","1993","Kvichak","2","23.7274818181818","17.1054469696971","14.1965666666668","22.6394098484842","6.45066439393935","0.374627602078248","0.489660070411408","1.21347004896685","0.238920403006106","0.481328492889622"
"46","46","04_E_2_R","2004","Egegik","2","22.8713333333334","18.5136287878788","11.6078276515148","23.0236893939401","3.76182007575819","0.287690082090658","1.70935018163587","2.21648127292092","0.103047244179312","0.40501659648987"
"47","47","10_W_2_R","2010","Wood","2","22.9855000000001","21.6566890151516","13.0152466856056","23.5477132575766","4.44724782197046","0.482972825322507","0.507472226337612","0.344364805944389","0.533350456578846","0.774193942785578"
"48","48","22_K_3_R","2022","Kvichak","3","22.741","14.5558818181818","13.5382689393936","22.973324242425","3.68880530303071","0.56021134404794","0.484082057645534","0.414137073781101","0.110260200461056","0.734358865950641"
"49","49","86_W_3","1986","Wood","3","21.9225","16.3557412878788","17.2582911931816","21.27160189394","6.43102945075809","0.18950395774231","1.39381775956102","1.10041580242584","0.371005795698575","0.0472835855905172"
"50","50","71_E_2","1971","Egegik","2","22.7242575757564","19.1682537878764","13.015369696968","22.5764886363622","4.19306969697011","0.443009630242446","0.619195749194038","0.183198336926218","0.301529199043563","0.880904614561982"
"51","51","71_E_3","1971","Egegik","3","22.7348087121201","19.2514616477248","16.6632568181801","23.1853129734832","3.86558598484878","0.384693182923083","0.165242817675616","0.465016709916144","0.135305376472548","0.336073196440465"
"52","52","71_K_2","1971","Kvichak","2","22.4476382575743","23.3116576704521","14.2255219696954","21.4997874053016","3.25530946969716","0.123371545217446","0.177113511329644","0.157922913351915","0.0551544398203296","0.0568646635134546"
"53","53","71_K_3","1971","Kvichak","3","23.1675227272714","22.2895321969674","13.7407424242408","21.9916117424228","2.85582575757613","0.0955453560529034","0.897146110890329","0.330715836850178","0.0991510456101102","0.434131507832717"
"54","54","65_W_2","1965","Wood","2","21.7826431818172","17.064951988635","17.2376313446954","23.6024480113629","4.28038986742394","0.489225151867787","0.293348311176055","1.18514254468598","0.325532340191525","1.80963177239558"
"55","55","67_E_2","1967","Egegik","2","22.0474060606047","15.9838704545436","16.8477962121194","23.0493962121204","1.93562196969651","0.219993891048798","1.31249223671665","0.341863275646948","0.148266944082923","0.887770953174356"
"56","56","67_E_3","1967","Egegik","3","22.3892219696959","13.7562387310586","18.0066779356044","23.5592279356052","3.90071297348448","0.393667731155695","0.62569701402161","0.223083314995438","0.639445069965272","0.522841694453675"
"57","57","68_K_2","1968","Kvichak","2","23.29665151515","21.0908238636342","14.5158428030285","22.8728428030294","1.85594507575705","0.0830554760316183","0.810167168755071","0.930185700745797","0.118769578781949","0.12359524053098"
"58","58","68_W_3","1968","Wood","3","22.7888356060591","23.7421222537856","12.1456277462101","22.2703444128778","3.62985407196908","0.359049310754647","1.22025539100013","1.18637179256831","0.181630581008953","0.38508063827023"
"59","59","65_E_2","1965","Egegik","2","20.9648272727274","14.541231060606","14.5498401515156","21.8676431818182","2.51646136363628","0.128299461493334","1.26390206817318","1.94763657978048","0.554059014211275","0.329725691948927"
"60","60","65_K_2","1965","Kvichak","2","23.3395984848486","16.4539223484848","13.6540662878793","23.0158920454544","4.24901325757564","0.301510147828757","0.749682820530365","0.308324546801165","0.576460879656385","0.714581598164189"
"61","61","68_W_2","1968","Wood","2","22.5980102272728","23.3976908143939","10.4266525568188","22.5968286931816","3.34501051136345","0.354822134701299","0.709491512562686","0.0459270071512015","0.321822703220692","0.399786282180745"
"62","62","01_E_3_R","2001","Egegik","3","22.2983477272724","17.7857856060605","14.474407575757","22.5133371212121","2.88875833333345","0.252055009476596","0.687933921554512","0.239827998997752","0.279206682828437","0.668568652210166"
"63","63","74_W_2_R","1974","Wood","2","23.9937973484846","22.1825359848484","13.6686477272723","24.2591571969696","4.51043750000012","0.232616113599275","1.18842882814795","0.501329342482114","0.819920407984367","0.885953601711018"
"64","64","89_K_2_R","1989","Kvichak","2","22.2275512310604","22.7430987689393","11.0759111742421","19.7486055871212","3.62478020833349","0.235652887303932","0.22994370179136","0.434157673640103","0.348254486083028","0.251725313274403"
"65","65","95_W_2","1995","Wood","2","22.3341442234844","19.1914724431816","17.7165706439385","18.4780686553029","3.99640468750011","0.586244800373637","3.10025994890512","2.05912650716569","0.428616308506664","0.902266043085282"
"66","66","95_W_3","1995","Wood","3","23.10792717803","16.6442228219695","15.6334774621205","21.2935553977272","4.53574895833345","0.351064436262492","0.224321414275656","0.806384674313009","0.241015359385114","0.846524454515654"
"67","67","16_W_2","2016","Wood","2","23.6651114583334","16.1703478219699","15.9840576704549","23.6206793560604","3.81553664772627","0.253479516830187","0.436210842813903","0.825538945980191","0.409436308000902","1.39217919100204"
"68","68","16_W_3","2016","Wood","3","23.3644489583334","16.4640974431821","12.8817800189395","23.0396801136363","5.01115823863567","0.152128912694047","0.503435705731205","1.35750746618328","0.0805472273867203","0.161215659224465"
"69","69","22_E_2","2022","Egegik","2","21.0425208333335","19.9553693181818","13.2082935606069","22.0244280303023","2.18503219696822","0.0854617045961154","1.21650091655348","0.849123035076504","0.352116996911494","0.731607875487889"
"70","70","22_E_3","2022","Egegik","3","21.5204828125001","19.4711919034092","13.6895089488642","20.0555536931814","1.48411775568073","0.120148490667054","1.08574779808152","0.960967958880388","0.00771911510616576","0.831270915193239"
"71","71","22_K_2","2022","Kvichak","2","23.5632677083335","22.7328071022726","13.2155851325768","23.079844128787","4.86614933711957","0.185631455651987","0.572481664929178","0.23179310549362","0.134849758452938","0.840591227242412"
"72","72","07_W_2","2007","Wood","2","21.5692862689395","22.4653713068185","15.8226317234853","19.8380604166667","3.32614412878764","0.25132949356466","3.45285755518295","0.67484079848314","0.387560282323771","0.514291948515503"
"75","75","16_E_2","2016","Egegik","2","23.2929860795458","25.5220957386367","10.8745436553043","21.5185812499998","3.18357784090888","0.870839256597749","0.418705904826624","0.3557806731517","0.55376887809949","0.26436550214526"
"76","76","01_W_2","2001","Wood","2","21.9142012763868","18.2147687776142","14.2687790868932","21.9694486990673","3.13708664702959","0.450381751646661","0.792476724473297","0.54826883342477","0.453132388207686","0.799023331921764"
"77","77","07_E_3","2007","Egegik","3","21.9447511045655","23.4187550319097","13.6870780559659","22.1491703485517","2.34677049582694","0.0843751271339071","1.65873880838224","0.17517910508831","0.301516292503169","0.238571816775661"
"78","78","86_W_2","1986","Wood","2","22.7011634756995","22.9125780559646","11.5150522827702","22.7652115856651","3.4736167157581","0.201380332623409","0.472932143589531","0.609377718164506","0.384469821594614","0.197785199464599"
"79","79","98_E_3","1998","Egegik","3","23.1507889052528","15.2982790868926","14.5884715267558","22.5070741286206","5.70990709376524","0.102247579810689","1.10020511586536","3.23428676479596","0.245711490371352","0.910419995639727"
"781","1","22_K_3","2022","Kvichak","3","21.0344372632575","16.2330798768939","15.3036588068181","21.3923840435605","3.65607997159086","0.0315403367189812","0.609387047766166","0.366007371424341","0.368808668247435","0.951892154940081"
"771","1","22_W_3","2022","Wood","3","21.4431186553031","20.9808940814395","13.2767990056819","20.4561955492426","4.21315170454544","0.180813969662627","1.95962779844857","0.587661009841923","0.379773715209889","0.433693737686218"
"761","1","13_W_2","2013","Wood","2","22.2596326704546","18.5568135416667","13.4522383996216","21.7821715435604","4.453276704545","0.380268098372072","0.918584205119802","0.0701744294317144","1.68496148292001","0.829088396849691"
"751","1","13_W_3","2013","Wood","3","21.9993953598484","16.1734841856062","14.1938724905306","22.7720126420451","4.38017102272658","0.274079052725351","0.746619254002875","0.96831251829311","0.354048414184226","0.838472144999803"
