"","...1","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","d15N.correct","adj"
"632",66,45882,"5AA",1288.1,11.567,-0.196,-0.196,"ALA",-0.62615,-1.04852585227274
"633",67,45882,"5AA",1409.7,7.926,-0.072,-0.072,"VAL",-0.50215,-0.20533352272737
"634",68,45882,"5AA",1546.6,14.274,14.463,14.463,"NOR",14.03285,14.7832965909095
"635",69,45882,"5AA",2086,8.037,-2.417,-2.417,"GLU",-2.84715,-3.14800625000092
"636",70,45882,"5AA",2198.7,6.876,-3.511,-3.511,"PHE",-3.94115,-4.78646647727327
"637",71,45886,"5AA",1302.5,11.334,-1.093,-1.093,"ALA",-1.52315,-1.91675198863641
"638",72,45886,"5AA",1423.9,6.679,-0.769,-0.769,"VAL",-1.19915,-0.907294886363796
"639",73,45886,"5AA",1560.4,11.502,13.74,13.74,"NOR",13.30985,14.2857920454546
"640",74,45886,"5AA",2106.5,7.803,-2.362,-2.362,"GLU",-2.79215,-3.30473125000058
"641",75,45886,"5AA",2215.4,6.58,-3.787,-3.787,"PHE",-4.21715,-5.35830511363671
"642",76,45887,"5AA",1307.9,10.734,-1.125,-1.125,"ALA",-1.55515,-1.94155852272737
"643",77,45887,"5AA",1429.6,7.143,-0.844,-0.844,"VAL",-1.27415,-0.983535227272895
"644",78,45887,"5AA",1565.8,11.238,13.357,13.357,"NOR",12.92685,13.9591659090911
"645",79,45887,"5AA",2114.2,7.667,-1.924,-1.924,"GLU",-2.35415,-2.91966250000038
"646",80,45887,"5AA",2221.5,6.594,-3.559,-3.559,"PHE",-3.98915,-5.20426477272734
"647",1,45888,"5AA",1278.2,26.248,-0.596,-0.596,"ALA",-1.02615,-1.49580596590995
"648",2,45888,"5AA",1399.7,17.647,-0.818,-0.818,"VAL",-1.24815,-0.7678576704557
"649",3,45888,"5AA",1536.6,29.205,14.677,14.677,"NOR",14.24685,14.3985980113637
"650",4,45888,"5AA",2070.8,14.197,-3.083,-3.083,"GLU",-3.51315,-2.76664772727676
"651",5,45888,"5AA",2187,14.053,-4.749,-4.749,"PHE",-5.17915,-4.85756363636681
"652",6,45889,"5AA",1280.1,26.437,-0.825,-0.825,"ALA",-1.25515,-1.76153579545544
"653",7,45889,"5AA",1401.3,17.752,-0.851,-0.851,"VAL",-1.28115,-0.851046022728626
"654",8,45889,"5AA",1538.4,30.548,14.646,14.646,"NOR",14.21585,14.3680880681819
"655",9,45889,"5AA",2073.1,15.274,-3.43,-3.43,"GLU",-3.86015,-3.22488636363971
"656",10,45889,"5AA",2189.1,14.33,-5.027,-5.027,"PHE",-5.45715,-5.25578181818483
"657",11,45890,"5AA",1280.3,24.443,-1.158,-1.158,"ALA",-1.58815,-2.13126562500094
"658",12,45890,"5AA",1401.6,16.41,-0.909,-0.909,"VAL",-1.33915,-0.959234375001097
"659",13,45890,"5AA",1538.7,28.174,14.457,14.457,"NOR",14.02685,14.1795781250001
"660",14,45890,"5AA",2073.5,14.576,-3.737,-3.737,"GLU",-4.16715,-3.64312500000356
"661",15,45890,"5AA",2189.3,14.072,-4.839,-4.839,"PHE",-5.26915,-5.18800000000284
"662",16,45891,"04_W_2",1281.2,21.092,23.246,23.246,"ALA",22.81585,22.2360045454538
"663",17,45891,"04_W_2",1402.8,7.864,19.77,19.77,"VAL",19.33985,19.669577272726
"664",18,45891,"04_W_2",1528.2,5.27,12.731,12.731,"NOR",12.30085,12.4540681818182
"665",19,45891,"04_W_2",2071,12.018,22.707,22.707,"GLU",22.27685,22.6896363636326
"666",20,45891,"04_W_2",2176.1,2.862,4.053,4.053,"PHE",3.62285,3.58378181817914
"667",21,45892,"04_W_2",1280.5,18.692,23.557,23.557,"ALA",23.12685,22.5102747159083
"668",22,45892,"04_W_2",1402.4,8.957,17.424,17.424,"VAL",16.99385,17.2733889204535
"669",23,45892,"04_W_2",1528,7.366,13.975,13.975,"NOR",13.54485,13.6985582386364
"670",24,45892,"04_W_2",2070.1,11.152,23.255,23.255,"GLU",22.82485,23.1263977272696
"671",25,45892,"04_W_2",2175.9,2.491,3.629,3.629,"PHE",3.19885,3.03956363636112
"672",26,45893,"04_W_2",1280.3,17.792,23.913,23.913,"ALA",23.48285,22.829544886363
"673",27,45893,"04_W_2",1402.2,10.036,16.628,16.628,"VAL",16.19785,16.4272005681806
"674",28,45893,"04_W_2",1527.8,7.395,14.289,14.289,"NOR",13.85885,14.0130482954546
"675",29,45893,"04_W_2",2069.9,10.184,22.94,22.94,"GLU",22.50985,22.7001590909058
"676",30,45893,"04_W_2",2175.7,2.203,4.253,4.253,"PHE",3.82285,3.5433454545431
"677",31,45894,"01_E_2",1282,20.001,23.608,23.608,"ALA",23.17785,22.4878150568175
"678",32,45894,"01_E_2",1403.4,11.926,15.4,15.4,"VAL",14.96985,15.1490122159081
"679",33,45894,"01_E_2",1527.2,3.854,14.327,14.327,"NOR",13.89685,14.0515383522728
"680",34,45894,"01_E_2",2072.7,11.778,23.879,23.879,"GLU",23.44885,23.5279204545419
"681",35,45894,"01_E_2",2176.7,2.839,5.405,5.405,"PHE",4.97485,4.57512727272509
"682",36,45895,"01_E_2",1282.4,18.143,24.539,24.539,"ALA",24.10885,23.3820852272721
"683",37,45895,"01_E_2",1403.4,10.753,15.474,15.474,"VAL",15.04385,15.1728238636352
"684",38,45895,"01_E_2",1527.6,4.615,17.222,17.222,"NOR",16.79185,16.9470284090909
"685",39,45895,"01_E_2",2072.7,11.438,23.859,23.859,"GLU",23.42885,23.396681818179
"686",40,45895,"01_E_2",2177.4,2.832,6.725,6.725,"PHE",6.29485,5.77490909090707
"687",41,45896,"01_E_2",1282.2,18.557,24.454,24.454,"ALA",24.02385,23.2603553977268
"688",42,45896,"01_E_2",1403.4,10.294,15.341,15.341,"VAL",14.91085,14.9896355113627
"689",43,45896,"01_E_2",1527.4,7.531,13.892,13.892,"NOR",13.46185,13.6175184659091
"690",44,45896,"01_E_2",2073.3,11.803,24.034,24.034,"GLU",23.60385,23.4604431818152
"691",45,45896,"01_E_2",2177.8,2.931,6.906,6.906,"PHE",6.47585,5.83569090908905
"692",46,45897,"5AA",1281.2,19.991,0.461,0.461,"ALA",0.03085,-0.769374431818706
"693",47,45897,"5AA",1402.4,12.948,0.63,0.63,"VAL",0.19985,0.228447159089786
"694",48,45897,"5AA",1539.7,23.545,15.601,15.601,"NOR",15.17085,15.3270085227273
"695",49,45897,"5AA",2075.4,12.173,-1.517,-1.517,"GLU",-1.94715,-2.20179545454778
"696",50,45897,"5AA",2190.5,11.296,-3.3,-3.3,"PHE",-3.73015,-4.49052727272897
"697",51,45898,"01_K_3",1281.2,13.603,25.255,25.255,"ALA",24.82485,23.9878957386358
"698",52,45898,"01_K_3",1402.6,6.399,14.005,14.005,"VAL",13.57485,13.5532588068173
"699",53,45898,"01_K_3",1527,1.975,16.838,16.838,"NOR",16.40785,16.5644985795455
"700",54,45898,"01_K_3",2070.6,8.203,23.694,23.694,"GLU",23.26385,22.8979659090884
"701",55,45898,"01_K_3",2177.8,2.001,7.331,7.331,"PHE",6.90085,6.02025454545301
"702",56,45899,"01_K_3",1283.7,13.449,24.545,24.545,"ALA",24.11485,23.2411659090905
"703",57,45899,"01_K_3",1405.1,7.491,15.312,15.312,"VAL",14.88185,14.8100704545444
"704",58,45899,"01_K_3",1529.7,4.808,13.579,13.579,"NOR",13.14885,13.3059886363636
"705",59,45899,"01_K_3",2074.7,7.942,23.727,23.727,"GLU",23.29685,22.8197272727245
"706",60,45899,"01_K_3",2181.3,1.927,7.502,7.502,"PHE",7.07185,6.071036363635
"707",61,45900,"01_K_3",1286,13.213,24.745,24.745,"ALA",24.31485,23.404436079545
"708",62,45900,"01_K_3",1407.6,6.388,14.632,14.632,"VAL",14.20185,14.0798821022719
"709",63,45900,"01_K_3",1532.2,1.941,16.592,16.592,"NOR",16.16185,16.3194786931818
"710",64,45900,"01_K_3",2078.3,7.706,23.024,23.024,"GLU",22.59385,22.0054886363616
"711",65,45900,"01_K_3",2183.8,1.908,8.328,8.328,"PHE",7.89785,6.77681818181698
"712",66,45901,"98_W_2",1286,9.47,25.302,25.302,"ALA",24.87185,23.9247062499995
"713",67,45901,"98_W_2",1407.8,5.243,14.818,14.818,"VAL",14.38785,14.215693749999
"714",68,45901,"98_W_2",1535.7,4.634,12.876,12.876,"NOR",12.44585,12.60396875
"715",69,45901,"98_W_2",2076.2,4.858,23.813,23.813,"GLU",23.38285,22.6832499999977
"716",70,45901,"98_W_2",2185.3,1.402,8.273,8.273,"PHE",7.84285,6.60159999999896
"717",71,45902,"98_W_2",1290.8,8.73,24.699,24.699,"ALA",24.26885,23.2849764204543
"718",72,45902,"98_W_2",1412.6,5.023,14.113,14.113,"VAL",13.68285,13.4605053977265
"719",73,45902,"98_W_2",1540.7,3.474,17.002,17.002,"NOR",16.57185,16.7304588068182
"720",74,45902,"98_W_2",2083.3,4.543,23.492,23.492,"GLU",23.06185,22.2510113636339
"721",75,45902,"98_W_2",2191.4,1.306,9.027,9.027,"PHE",8.59685,7.23538181818094
"722",76,45903,"98_W_2",1295.6,8.525,24.63,24.63,"ALA",24.19985,23.1792465909088
"723",77,45903,"98_W_2",1417.4,5.993,15.321,15.321,"VAL",14.89085,14.6183170454536
"724",78,45903,"98_W_2",1545.8,5.242,14.681,14.681,"NOR",14.25085,14.4099488636363
"725",79,45903,"98_W_2",2090.2,4.572,22.916,22.916,"GLU",22.48585,21.5637727272709
"726",80,45903,"98_W_2",2197,1.311,8.547,8.547,"PHE",8.11685,6.63516363636202
"727",81,45904,"5AA",1309,16.959,0.015,0.015,"ALA",-0.41515,-1.4724832386367
"728",82,45904,"5AA",1430.2,11.467,0.217,0.217,"VAL",-0.21315,-0.535871306818876
"729",83,45904,"5AA",1566.7,17.558,14.72,14.72,"NOR",14.28985,14.4494389204545
"730",84,45904,"5AA",2115.1,10.466,-1.743,-1.743,"GLU",-2.17315,-3.20646590909292
"731",85,45904,"5AA",2222.7,9.462,-3.074,-3.074,"PHE",-3.50415,-5.106054545456
"732",86,45905,"98_K_2",1316.3,12.698,24.078,24.078,"ALA",23.64785,22.553786931818
"733",87,45905,"98_K_2",1437.9,9.286,14.261,14.261,"VAL",13.83085,13.4579403409082
"734",88,45905,"98_K_2",1562.9,5.182,14.364,14.364,"NOR",13.93385,14.0939289772727
"735",89,45905,"98_K_2",2123.4,9.116,24.273,24.273,"GLU",23.84285,22.6982954545432
"736",90,45905,"98_K_2",2218.7,1.891,8.397,8.397,"PHE",7.96685,6.24472727272598
"737",91,45906,"98_K_2",1323.2,12.419,24.166,24.166,"ALA",23.73585,22.6050571022725
"738",92,45906,"98_K_2",1444.8,8.884,14.683,14.683,"VAL",14.25285,13.8297519886357
"739",93,45906,"98_K_2",1569.6,5.225,14.651,14.651,"NOR",14.22085,14.3814190340909
"740",94,45906,"98_K_2",2132.6,9.061,23.839,23.839,"GLU",23.40885,22.1530568181803
"741",95,45906,"98_K_2",2226.9,1.849,10.008,10.008,"PHE",9.57785,7.73550909090796
"742",96,45907,"98_K_2",1333.2,12.536,23.932,23.932,"ALA",23.50185,22.334327272727
"743",97,45907,"98_K_2",1454.8,10.151,13.867,13.867,"VAL",13.43685,12.9635636363628
"744",98,45907,"98_K_2",1578.6,5.22,14.414,14.414,"NOR",13.98385,14.144909090909
"745",99,45907,"98_K_2",2145.2,9.311,24.386,24.386,"GLU",23.95585,22.5888181818164
"746",100,45907,"98_K_2",2237.3,2.005,9.332,9.332,"PHE",8.90185,6.93929090908994
"747",101,45908,"5AA",1345.1,16.934,-0.214,-0.214,"ALA",-0.64415,-1.84840255681822
"748",102,45908,"5AA",1466.3,10.45,0.003,0.003,"VAL",-0.42715,-0.95062471590967
"749",103,45908,"5AA",1600.1,16.738,14.783,14.783,"NOR",14.35285,14.5143991477272
"750",104,45908,"5AA",2160.4,10.482,-1.097,-1.097,"GLU",-1.52715,-3.0054204545465
"751",105,45908,"5AA",2261.2,9.992,-2.686,-2.686,"PHE",-3.11615,-5.19892727272808
"752",106,45909,"5AA",1357.5,17.088,-0.12,-0.12,"ALA",-0.55015,-1.79113238636371
"753",107,45909,"5AA",1478.3,10.733,0.15,0.15,"VAL",-0.28015,-0.853813068182596
"754",108,45909,"5AA",1611.4,15.843,14.426,14.426,"NOR",13.99585,14.1578892045454
"755",109,45909,"5AA",2172.8,10.437,-1.226,-1.226,"GLU",-1.65615,-3.24565909091035
"756",110,45909,"5AA",2271.4,9.528,-2.298,-2.298,"PHE",-2.72815,-4.93114545454609
"757",1,45910,"5AA",1279.9,26.553,-0.65,-0.65,"ALA",-1.08015,-1.55838977272738
"758",2,45910,"5AA",1400.7,16.631,-0.839,-0.839,"VAL",-1.26915,-0.888315056818288
"759",3,45910,"5AA",1538.2,29.257,14.661,14.661,"NOR",14.23085,14.2183414772735
"760",4,45910,"5AA",2073.7,15.553,-2.899,-2.899,"GLU",-3.32915,-2.76994005681951
"761",5,45910,"5AA",2188.6,14.939,-4.467,-4.467,"PHE",-4.89715,-4.84006818181919
"762",6,45911,"5AA",1280.8,26.672,-0.934,-0.934,"ALA",-1.36415,-1.84753863636376
"763",7,45911,"5AA",1401.6,16.601,-0.708,-0.708,"VAL",-1.13815,-0.769790340909185
"764",8,45911,"5AA",1539.3,30.122,14.626,14.626,"NOR",14.19585,14.2532488636373
"765",9,45911,"5AA",2075.4,16.348,-3.238,-3.238,"GLU",-3.66815,-3.18854034091021
"766",10,45911,"5AA",2189.9,14.864,-4.944,-4.944,"PHE",-5.37415,-5.39040909091045
"767",11,45912,"5AA",1280.3,24.058,-1.167,-1.167,"ALA",-1.59715,-2.08568750000011
"768",12,45912,"5AA",1401.1,15.01,-0.791,-0.791,"VAL",-1.22115,-0.865265625000082
"769",13,45912,"5AA",1538.9,27.234,14.417,14.417,"NOR",13.98685,14.1141562500007
"770",14,45912,"5AA",2074.7,15.024,-3.756,-3.756,"GLU",-4.18615,-3.78614062500137
"771",15,45912,"5AA",2189.5,13.733,-4.9,-4.9,"PHE",-5.33015,-5.41975000000125
"772",16,45913,"98_E_2",1279.9,19.19,22.523,22.523,"ALA",22.09285,21.5991636363635
"773",17,45913,"98_E_2",1401.8,9.556,21.288,21.288,"VAL",20.85785,21.201259090909
"774",18,45913,"98_E_2",1527.4,4.814,12.704,12.704,"NOR",12.27385,12.4710636363646
"775",19,45913,"98_E_2",2069.9,10.775,21.416,21.416,"GLU",20.98585,21.3062590909079
"776",20,45913,"98_E_2",2177.8,3.185,2.59,2.59,"PHE",2.15985,1.99690909090795
"777",21,45914,"98_E_2",1279.7,16.757,22.04,22.04,"ALA",21.60985,21.1110147727272
"778",22,45914,"98_E_2",1401.3,10.582,18.954,18.954,"VAL",18.52385,18.8547838068181
"779",23,45914,"98_E_2",1527,4.206,12.888,12.888,"NOR",12.45785,12.724971022728
"780",24,45914,"98_E_2",2069.3,9.703,22.068,22.068,"GLU",21.63785,21.8786588068172
"781",25,45914,"98_E_2",2177.4,2.691,3.473,3.473,"PHE",3.04285,2.80656818181714
"782",26,45915,"98_E_2",1279.3,15.705,22.427,22.427,"ALA",21.99685,21.4928659090908
"783",27,45915,"98_E_2",1401.1,11.42,17.595,17.595,"VAL",17.16485,17.4833085227271
"784",28,45915,"98_E_2",1526.7,7.497,15.21,15.21,"NOR",14.77985,15.1168784090914
"785",29,45915,"98_E_2",2069.3,9.524,21.878,21.878,"GLU",21.44785,21.6090585227261
"786",30,45915,"98_E_2",2177.2,2.566,3.093,3.093,"PHE",2.66285,2.35322727272634
"787",31,45916,"10_W_2",1277.2,11.076,22.652,22.652,"ALA",22.22185,21.7127170454545
"788",32,45916,"10_W_2",1399.5,7.959,16.615,16.615,"VAL",16.18485,16.4908332386362
"789",33,45916,"10_W_2",1527.4,3.852,16.528,16.528,"NOR",16.09785,16.5047857954553
"790",34,45916,"10_W_2",2059.7,4.154,23.381,23.381,"GLU",22.95085,23.0324582386354
"791",35,45916,"10_W_2",2175.1,1.913,4.273,4.273,"PHE",3.84285,3.45988636363554
"792",36,45917,"10_W_2",1276.6,11.138,22.858,22.858,"ALA",22.42785,21.9135681818181
"793",37,45917,"10_W_2",1398.8,7.781,16.066,16.066,"VAL",15.63585,15.9293579545453
"794",38,45917,"10_W_2",1526.5,3.89,17.31,17.31,"NOR",16.87985,17.3566931818187
"795",39,45917,"10_W_2",2058.9,4.055,24.557,24.557,"GLU",24.12685,24.1288579545447
"796",40,45917,"10_W_2",2174.4,1.844,4.82,4.82,"PHE",4.38985,3.93354545454474
"797",41,45918,"10_W_2",1277.4,11.008,23.254,23.254,"ALA",22.82385,22.3044193181817
"798",42,45918,"10_W_2",1399.5,5.162,16.504,16.504,"VAL",16.07385,16.3548826704544
"799",43,45918,"10_W_2",1527.4,3.932,17.627,17.627,"NOR",17.19685,17.7436005681826
"800",44,45918,"10_W_2",2059.9,3.929,24.889,24.889,"GLU",24.45885,24.3812576704535
"801",45,45918,"10_W_2",2175.3,1.825,7.573,7.573,"PHE",7.14285,6.61320454545348
"802",46,45919,"5AA",1282,19.05,0.062,0.062,"ALA",-0.36815,-0.892729545454615
"803",47,45919,"5AA",1402.6,11.507,0.04,0.04,"VAL",-0.39015,-0.121592613636473
"804",48,45919,"5AA",1540.5,22.208,15.191,15.191,"NOR",14.76085,15.377507954546
"805",49,45919,"5AA",2077.7,12.46,-1.907,-1.907,"GLU",-2.33715,-2.49434261363719
"806",50,45919,"5AA",2191.6,11.083,-3.139,-3.139,"PHE",-3.56915,-4.17213636363732
"807",51,45920,"04_K_2",1287.2,18.616,24.715,24.715,"ALA",24.28485,23.755121590909
"808",52,45920,"04_K_2",1409.3,11.211,15.039,15.039,"VAL",14.60885,14.8649321022726
"809",53,45920,"04_K_2",1533.9,8.675,14.536,14.536,"NOR",14.10585,14.7924153409094
"810",54,45920,"04_K_2",2081.8,12.313,24.342,24.342,"GLU",23.91185,23.6750571022721
"811",55,45920,"04_K_2",2183.6,2.921,9.608,9.608,"PHE",9.17785,8.50152272727188
"812",56,45921,"04_K_2",1290.8,18.285,25.008,25.008,"ALA",24.57785,24.0429727272727
"813",57,45921,"04_K_2",1413,10.372,16.46,16.46,"VAL",16.02985,16.2734568181817
"814",58,45921,"04_K_2",1537.8,8.288,14.616,14.616,"NOR",14.18585,14.9423227272732
"815",59,45921,"04_K_2",2086.9,11.829,24.339,24.339,"GLU",23.90885,23.5924568181809
"816",60,45921,"04_K_2",2188,2.787,10.101,10.101,"PHE",9.67085,8.92118181818107
"817",61,45922,"04_K_2",1294.3,18.014,25.251,25.251,"ALA",24.82085,24.2808238636363
"818",62,45922,"04_K_2",1416.8,10.533,16.358,16.358,"VAL",15.92785,16.1589815340907
"819",63,45922,"04_K_2",1542,4.427,16.999,16.999,"NOR",16.56885,17.3952301136367
"820",64,45922,"04_K_2",2093.1,11.599,24.066,24.066,"GLU",23.63585,23.2398565340902
"821",65,45922,"04_K_2",2193.2,2.677,9.974,9.974,"PHE",9.54385,8.72084090909027
"822",66,45923,"01_E_3",1305,28.864,24.129,24.129,"ALA",23.69885,23.153675
"823",67,45923,"01_E_3",1427.1,15.504,16.231,16.231,"VAL",15.80085,16.0195062499998
"824",68,45923,"01_E_3",1547.9,9.03,14.265,14.265,"NOR",13.83485,14.7311375000005
"825",69,45923,"01_E_3",2111.3,19.695,23.554,23.554,"GLU",23.12385,22.6482562499991
"826",70,45923,"01_E_3",2203.9,4.566,7.971,7.971,"PHE",7.54085,6.64449999999947
"827",71,45924,"01_E_3",1314.2,28.113,24.385,24.385,"ALA",23.95485,23.4045261363636
"828",72,45924,"01_E_3",1436.5,15.491,16.393,16.393,"VAL",15.96285,16.1690309659089
"829",73,45924,"01_E_3",1557.3,8.296,14.555,14.555,"NOR",14.12485,15.0910448863639
"830",74,45924,"01_E_3",2124.3,18.749,23.36,23.36,"GLU",22.92985,22.3746559659084
"831",75,45924,"01_E_3",2215,4.196,8.906,8.906,"PHE",8.47585,7.50615909090821
"832",76,45925,"01_E_3",1326.5,25.718,23.911,23.911,"ALA",23.48085,22.9253772727272
"833",77,45925,"01_E_3",1449,16.31,15.018,15.018,"VAL",14.58785,14.781555681818
"834",78,45925,"01_E_3",1569.2,8.026,14.851,14.851,"NOR",14.42085,15.4569522727273
"835",79,45925,"01_E_3",2140.8,18.184,22.863,22.863,"GLU",22.43285,21.7980556818177
"836",80,45925,"01_E_3",2229.4,4.187,9.02,9.02,"PHE",8.58985,7.54681818181741
"837",81,45926,"5AA",1332.2,17.852,0.241,0.241,"ALA",-0.18915,-0.749771590909123
"838",82,45926,"5AA",1453,10.314,0.401,0.401,"VAL",-0.02915,0.152080397727136
"839",83,45926,"5AA",1587.8,16.458,15.062,15.062,"NOR",14.63185,15.7378596590912
"840",84,45926,"5AA",2146,11.517,-0.813,-0.813,"GLU",-1.24315,-1.95754460227347
"841",85,45926,"5AA",2248.2,10.438,-2.987,-2.987,"PHE",-3.41715,-4.5335227272734
"842",86,45927,"13_K_2",1345.1,11.826,22.04,22.04,"ALA",21.60985,21.0440795454545
"843",87,45927,"13_K_2",1467.2,6.824,13.931,13.931,"VAL",13.50085,13.6696051136362
"844",88,45927,"13_K_2",1591.5,4.281,13.888,13.888,"NOR",13.45785,14.6337670454546
"845",89,45927,"13_K_2",2156.5,5.923,20.633,20.633,"GLU",20.20285,19.4088551136358
"846",90,45927,"13_K_2",2251.1,1.916,7.928,7.928,"PHE",7.49785,6.3081363636358
"847",91,45928,"13_K_2",1362.1,11.5,21.569,21.569,"ALA",21.13885,20.5679306818181
"848",92,45928,"13_K_2",1484.1,8.022,14.929,14.929,"VAL",14.49885,14.6551298295453
"849",93,45928,"13_K_2",1607.6,6.002,16.104,16.104,"NOR",15.67385,16.9196744318185
"850",94,45928,"13_K_2",2176.1,6.927,21.434,21.434,"GLU",21.00385,20.1302548295451
"851",95,45928,"13_K_2",2268.3,1.902,7.932,7.932,"PHE",7.50185,6.238795454545
"852",96,45929,"13_K_2",1372.3,10.925,21.005,21.005,"ALA",20.57485,19.9987818181818
"853",97,45929,"13_K_2",1493.9,11.228,13.95,13.95,"VAL",13.51985,13.6636545454543
"854",98,45929,"13_K_2",1617.5,3.013,18.236,18.236,"NOR",17.80585,19.1215818181819
"855",99,45929,"13_K_2",2185.5,6.324,21.156,21.156,"GLU",20.72585,19.772654545454
"856",100,45929,"13_K_2",2276.8,1.68,6.997,6.997,"PHE",6.56685,5.2304545454542
"857",101,45930,"5AA",1388,17.339,-0.802,-0.802,"ALA",-1.23215,-1.81336704545458
"858",102,45930,"5AA",1508.4,10.981,-0.772,-0.772,"VAL",-1.20215,-1.07082073863657
"859",103,45930,"5AA",1643.2,17.747,13.836,13.836,"NOR",13.40585,14.7914892045453
"860",104,45930,"5AA",2206.8,12.043,-2.217,-2.217,"GLU",-2.64715,-3.67994573863673
"861",105,45930,"5AA",2300.9,13.358,-3.314,-3.314,"PHE",-3.74415,-5.15388636363661
"862",106,45931,"5AA",1398.6,18.8,-1.306,-1.306,"ALA",-1.73615,-2.32251590909093
"863",107,45931,"5AA",1518.8,13.529,-0.815,-0.815,"VAL",-1.24515,-1.12629602272746
"864",108,45931,"5AA",1654,19.488,11.877,11.877,"NOR",11.44685,12.9023965909092
"865",109,45931,"5AA",2216.7,11.311,-1.875,-1.875,"GLU",-2.30515,-3.41754602272744
"866",110,45931,"5AA",2309.7,9.933,-3.605,-3.605,"PHE",-4.03515,-5.51822727272786
"867",1,45932,"5AA",1279.3,22.06,-0.814,-0.814,"ALA",-1.24415,-1.47176363636447
"868",2,45932,"5AA",1400.7,14.356,-0.992,-0.992,"VAL",-1.42215,-0.911932386364295
"869",3,45932,"5AA",1537.4,25.09,14.639,14.639,"NOR",14.20885,14.4024897727275
"870",4,45932,"5AA",2071.6,13.095,-3.739,-3.739,"GLU",-4.16915,-3.46580454545611
"871",5,45932,"5AA",2187.4,12.053,-5.003,-5.003,"PHE",-5.43315,-5.1054690340932
"872",6,45933,"5AA",1278.2,21.27,-1.006,-1.006,"ALA",-1.43615,-1.69538181818267
"873",7,45933,"5AA",1399.9,14.142,-0.601,-0.601,"VAL",-1.03115,-0.551794318182503
"874",8,45933,"5AA",1536.6,25.516,14.586,14.586,"NOR",14.15585,14.3573386363638
"875",9,45933,"5AA",2071.2,13.494,-3.11,-3.11,"GLU",-3.54015,-2.9220272727287
"876",10,45933,"5AA",2186.8,12.441,-4.665,-4.665,"PHE",-5.09515,-4.85591420454783
"877",11,45934,"5AA",1278.5,20.223,-1.004,-1.004,"ALA",-1.43415,-1.72500000000087
"878",12,45934,"5AA",1400.1,13.37,-0.616,-0.616,"VAL",-1.04615,-0.597656250000712
"879",13,45934,"5AA",1537,23.997,14.692,14.692,"NOR",14.26185,14.4711875000002
"880",14,45934,"5AA",2071.6,12.958,-2.953,-2.953,"GLU",-3.38315,-2.85025000000129
"881",15,45934,"5AA",2187.2,11.675,-4.964,-4.964,"PHE",-5.39415,-5.24335937500201
"882",16,45935,"13_E_2",1271.8,4.933,20.959,20.959,"ALA",20.52885,20.2063818181811
"883",17,45935,"13_E_2",1395.1,3.25,21.224,21.224,"VAL",20.79385,21.2114818181811
"884",18,45935,"13_E_2",1525.1,3.641,13.208,13.208,"NOR",12.77785,12.9950363636365
"885",19,45935,"13_E_2",2056.4,4.134,20.041,20.041,"GLU",19.61085,20.0585272727257
"886",20,45935,"13_E_2",2174,2.177,2.556,2.556,"PHE",2.12585,2.18819545454335
"887",21,45936,"13_E_2",1272.4,4.24,20.762,20.762,"ALA",20.33185,19.9777636363629
"888",22,45936,"13_E_2",1395.9,2.45,22.701,22.701,"VAL",22.27085,22.6576198863629
"889",23,45936,"13_E_2",1525.9,3.229,14.177,14.177,"NOR",13.74685,13.9718852272729
"890",24,45936,"13_E_2",2056.8,3.739,19.766,19.766,"GLU",19.33585,19.6983045454531
"891",25,45936,"13_E_2",2174.6,1.978,1.903,1.903,"PHE",1.47285,1.44675028408872
"892",26,45937,"13_E_2",1270.7,4.161,19.995,19.995,"ALA",19.56485,19.1791454545447
"893",27,45937,"13_E_2",1394.2,3.288,18.826,18.826,"VAL",18.39585,18.7517579545449
"894",28,45937,"13_E_2",1524.4,3.661,14.982,14.982,"NOR",14.55185,14.7847340909092
"895",29,45937,"13_E_2",2064.7,3.717,19.364,19.364,"GLU",18.93385,19.2110818181805
"896",30,45937,"13_E_2",2178,1.809,1.647,1.647,"PHE",1.21685,1.10230511363454
"897",31,45938,"13_E_3",1276.4,11.041,21.496,21.496,"ALA",21.06585,20.6485272727265
"898",32,45938,"13_E_3",1399,8.514,18.402,18.402,"VAL",17.97185,18.2968960227267
"899",33,45938,"13_E_3",1526.1,3.55,15.124,15.124,"NOR",14.69385,14.9345829545456
"900",34,45938,"13_E_3",2069.3,9.493,21.67,21.67,"GLU",21.23985,21.4318590909079
"901",35,45938,"13_E_3",2178,2.922,2.693,2.693,"PHE",2.26285,2.05985994317991
"902",36,45939,"13_E_3",1276.6,10.677,22.575,22.575,"ALA",22.14485,21.6959090909086
"903",37,45939,"13_E_3",1399.5,8.536,18.332,18.332,"VAL",17.90185,18.1960340909085
"904",38,45939,"13_E_3",1526.3,3.529,15.669,15.669,"NOR",15.23885,15.4874318181819
"905",39,45939,"13_E_3",2069.7,9.371,22.441,22.441,"GLU",22.01085,22.1176363636353
"906",40,45939,"13_E_3",2178.2,2.804,4.538,4.538,"PHE",4.10785,3.81641477272527
"907",41,45940,"13_E_3",1276.8,10.374,22.702,22.702,"ALA",22.27185,21.7912909090904
"908",42,45940,"13_E_3",1399.5,8.32,17.879,17.879,"VAL",17.44885,17.7121721590903
"909",43,45940,"13_E_3",1526.5,3.527,16.375,16.375,"NOR",15.94485,16.2012806818183
