"","X","Sample.ID","Year","System","Age","ALA.mean","VAL.mean","NOR.mean","GLU.mean","PHE.mean","ALA.sd","VAL.sd","NOR.sd","GLU.sd","PHE.sd"
"34","34","16_W_2","2016","Wood","2","23.6651114583334","16.1703478219699","15.9840576704549","23.6206793560604","3.81553664772656","0.253479516830204","0.436210842813943","0.825538945980083","0.40943630800093","1.39217919100183"
"35","35","16_W_3","2016","Wood","3","23.3644489583334","16.4640974431821","12.8817800189395","23.0396801136365","5.01115823863612","0.152128912694051","0.503435705731192","1.35750746618317","0.0805472273866992","0.161215659224321"
"36","36","19_E_2","2019","Egegik","2","21.6405293110831","16.160062215909","16.7704158143941","22.1783868371214","4.67520738636386","0.241697960099134","5.41118306532378","1.21320710184092","0.351584286005147",NA
"37","37","19_K_2","2019","Kvichak","2","22.8602413350456","17.3513946969696","14.9413507575757","23.6122765151516","5.2373931818181","0.0374744497290151","0.834711738013141","0.40252825609841","0.463593431296094","0.431677801767256"
"38","38","19_K_3","2019","Kvichak","3","23.130793324776","16.2433474431816","12.7088548295455","24.1390857007576","4.52396695075795","0.0687758958951634","0.768146296749197","1.97576719534846","0.445861213623229","0.493518861522371"
"39","39","19_W_2","2019","Wood","2","24.037172015405","22.7500132575754","20.659789772727","23.6209753787876","5.4378503787877","0.372767164290031","2.21758944316059","1.615159045078","0.256437573135769","0.207363602972021"
"42","42","22_E_3","2022","Egegik","3","21.5204828125001","19.4711919034092","13.6895089488643","20.0555536931814","1.48411775568087","0.120148490667049","1.08574779808151","0.960967958880221","0.00771911510612306","0.831270915193242"
"43","43","22_K_2","2022","Kvichak","2","23.5632677083335","22.7328071022726","13.2155851325768","23.0798441287871","4.86614933711971","0.185631455652033","0.572481664929167","0.231793105493685","0.134849758452979","0.840591227242415"
"46","46","22_W_2","2022","Wood","2","22.7512864583338","17.8297061553032","13.2986054924243","22.8221459280305","4.78048285984849","0.221688688464539","0.512837276943262","0.592960277165691","0.17523840972588","0.987135668562717"
"48","48","65_E_2","1965","Egegik","2","20.9648272727275","14.5412310606061","14.5498401515153","21.8676431818182","2.51646136363635","0.128299461493327","1.26390206817322","1.94763657978047","0.554059014211255","0.329725691949016"
"49","49","65_K_2","1965","Kvichak","2","23.3395984848488","16.4539223484851","13.654066287879","23.0158920454545","4.24901325757563","0.301510147828744","0.749682820530389","0.308324546801148","0.57646087965636","0.71458159816432"
"50","50","65_W_2","1965","Wood","2","21.7826431818178","17.0649519886351","17.2376313446956","23.602448011363","4.28038986742363","0.489225151867761","0.293348311176086","1.18514254468601","0.325532340191507","1.80963177239557"
"51","51","67_E_2","1967","Egegik","2","22.0474060606054","15.9838704545441","16.8477962121196","23.0493962121205","1.93562196969619","0.219993891048819","1.31249223671718","0.341863275646974","0.148266944082887","0.887770953174358"
"52","52","67_E_3","1967","Egegik","3","22.3892219696965","13.7562387310597","18.0066779356046","23.5592279356053","3.90071297348401","0.393667731155694","0.625697014021636","0.223083314995402","0.639445069965254","0.522841694453568"
"53","53","68_K_2","1968","Kvichak","2","23.2966515151506","21.0908238636352","14.5158428030286","22.8728428030295","1.85594507575658","0.0830554760316374","0.810167168755042","0.930185700745826","0.118769578781912","0.123595240530912"
"54","54","68_W_2","1968","Wood","2","22.598010227273","23.3976908143942","10.4266525568185","22.5968286931816","3.34501051136344","0.354822134701293","0.709491512562581","0.0459270071512281","0.321822703220772","0.399786282180733"
"55","55","68_W_3","1968","Wood","3","22.7888356060595","23.7421222537863","12.1456277462103","22.2703444128779","3.62985407196876","0.35904931075439","1.2202553909998","1.18637179256828","0.181630581008953","0.385080638270228"
"56","56","71_E_2","1971","Egegik","2","22.7242575757565","19.1682537878787","13.0153696969681","22.5764886363621","4.19306969696843","0.44300963024241","0.619195749193636","0.1831983369262","0.301529199043847","0.880904614561982"
"57","57","71_E_3","1971","Egegik","3","22.7348087121197","19.251461647727","16.6632568181803","23.1853129734833","3.8655859848471","0.384693182923577","0.165242817675734","0.465016709916155","0.135305376472549","0.336073196440467"
"58","58","71_K_2","1971","Kvichak","2","22.4476382575745","23.3116576704546","14.2255219696955","21.4997874053015","3.25530946969609","0.123371545217459","0.177113511330118","0.157922913351925","0.0551544398204495","0.0568646635139229"
"59","59","71_K_3","1971","Kvichak","3","23.1675227272715","22.2895321969697","13.7407424242409","21.9916117424226","2.85582575757476","0.0955453560529263","0.897146110890719","0.330715836850158","0.0991510456101294","0.434131507832221"
"60","60","71_W_2","1971","Wood","2","20.4931079545459","24.3411363636372","13.2007897727269","21.6492424242436","6.68019886363742","0.278836851851344","0.363526631518774","0.0891325939597811","0.381574545058719","0.300756980456463"
"61","61","71_W_3","1971","Wood","3","21.6856901515156","20.3610121212129","12.4993507575754","22.8166363636374","2.45285378787952","0.607277427886194","0.422626379347397","1.44358681666245","0.440782238663875","0.833478525225845"
"62","62","74_E_2","1974","Egegik","2","23.7859778882575","20.1055578125","14.5695445075754","23.3702738162882","3.97812959280344","1.53403366760893","1.69867535487823","0.937707880428473","0.174968703195371","1.22635237114634"
"63","63","74_K_2","1974","Kvichak","2","21.929078219697","15.1998685606059","13.4555362689399","20.387598674242","3.5647580492419","0.253764562684136","1.47252390454653","1.9920471673006","0.839228157815261","0.809467121408885"
"66","66","77_E_2","1977","Egegik","2","22.2123384469692","17.010133238636","16.6862124053028","22.2607720170454","7.92442471590923","0.11428364399866","0.628175303789351","2.5758409648637","1.96358993100293","3.99395725865441"
"67","67","77_E_3","1977","Egegik","3","21.0544213068187","23.8397295454554","11.9004523674239","22.0566136363649","1.41212433712267","0.227065475780165","0.64123198752358","0.382577647455419","0.169319440202614","0.106947208575682"
"68","68","77_K_2","1977","Kvichak","2","21.1229589962125","19.1192946969705","14.9775824810603","21.9839924242433","4.48991657197032","0.121094029203385","1.00914432911005","2.94327305489161","0.374566654804224","0.240267840060755"
"69","69","77_W_2","1977","Wood","2","23.5431553030304","10.6023151515153","15.3091916666677","23.1027166666667","4.79447727272721","0.399938098657154","5.47995884645766","1.46066912983678","0.1692812773829","0.596098649409101"
"70","70","77_W_3","1977","Wood","3","21.2110790719701","20.8660515151519","12.1633093750017","21.4914937500002","1.39709564393938","0.180046974857136","0.622961340371683","0.20285375372502","0.210545330722536","0.343102325681254"
"71","71","80_K_2","1980","Kvichak","2","22.9531117424242","14.4342121212124","16.4253541666677","23.1442083333335","3.40330681818177","0.175342642892648","2.21636463293922","6.07765544309488","0.393174787305039","1.0200883305381"
"72","72","80_W_2","1980","Wood","2","20.6407662878788","13.6036013257576","15.2867041666666","20.0816575284085","5.02473579545455","0.277800956260899","1.14399163687368","1.70689196267353","0.247823048253895",NA
"73","73","83_K_2","1983","Kvichak","2","20.9718982007574","16.3502454545454","18.216407291667","20.0949395833332","3.95623295454539","0.521463860724363","1.56279730497791","1.64121831004688","1.03641238516457",NA
"74","74","84_W_2","1984","Wood","2","22.9834132575758","16.1410369318181","13.7737208333333","21.9206523674238","7.40580525568162","0.213000844918191","0.153401584438662","0.168793134456302","0.478060765020655","0.227068258930409"
"75","75","86_E_2","1986","Egegik","2","23.8508546401514","16.4838090909092","13.972236458334","24.0060979166666","7.04835511363634","0.38921449497495","0.880223085406524","1.60411937795565","0.413041236890995","1.05641675679243"
"76","76","86_W_2","1986","Wood","2","22.7011634756996","22.9125780559646","11.5150522827703","22.7652115856648","3.47361671575809","0.201380332623394","0.472932143589543","0.609377718164539","0.384469821594606","0.197785199464708"
"77","77","86_W_3","1986","Wood","3","21.9225","16.3557412878788","17.2582911931816","21.27160189394","6.43102945075777","0.189503957742311","1.39381775956101","1.10041580242576","0.371005795698773","0.0472835855905143"
"78","78","89_E_2","1989","Egegik","2","24.1133613636365","17.1417053977274","13.0917559659098","22.279723674242","5.92167187499935","0.231887941475692","0.389523213976522","2.13134671330816","0.185138743705737","0.411605877851209"
"79","79","89_E_3","1989","Egegik","3","22.939681818182","16.9008238636365","14.2015246212131","22.6184204545451","3.54794531249914","0.577675848191402","0.228939660245645","1.89859135384669","0.591600914081687","0.626684433370062"
"84","84","89_W_3","1989","Wood","3","23.5374621212121","16.7555492424242","14.3905833333334","23.715642045454","3.98950568181768","0.430265273279619","0.497397881146395","1.62823771214144","0.316940733835511","1.09254725015689"
"85","85","92_E_2","1992","Egegik","2","23.7638640151515","21.4402926136362","13.8010958333335","23.2483995265145","3.70780331439349","0.269633498609165","1.57406666630473","0.213854850867518","0.272359789086518","1.31631210837213"
"86","86","92_W_2","1992","Wood","2","23.642611837121","16.8622334280298","13.8449482007576","21.2946849431807","6.81799820075684","0.283309529916723","0.356754241787472","2.9326733782016","0.25933369779215","1.07176854138794"
"87","87","92_W_3","1992","Wood","3","23.4529439393934","17.4830022727268","13.0620356060602","22.8674977272726","1.609158806818","0.210411889439371","1.40218989150409","0.567292835754171","0.0586550965554071","0.145175048655392"
"88","88","93_K_2","1993","Kvichak","2","23.7274818181818","17.1054469696969","14.1965666666667","22.6394098484844","6.45066439393904","0.374627602078247","0.48966007041133","1.2134700489669","0.238920403006085","0.481328492889621"
"89","89","95_E_2","1995","Egegik","2","22.9300037878782","17.727784090909","14.8295473484849","22.2170170454529","4.02453011363595","0.727721706915871","0.335203032987795","1.10703278741274","0.141321738746994","0.860602789243562"
"90","90","95_E_3","1995","Egegik","3","24.1980651515146","17.6050196969695","15.9203143939394","23.1833461647712","7.60337272727239","0.208484779231083","3.057286594771","2.29020176111436","0.12155587422096","0.299705602144665"
"91","91","95_K_2","1995","Kvichak","2","21.6318744318175","21.2138573863633","12.3855553977272","20.5704016098465","3.34283977272686","0.254006311341492","1.19039390874749","0.275708476298939","0.492006384918507","0.472927035383813"
"92","92","95_W_2","1995","Wood","2","22.3341442234846","19.1914724431818","17.7165706439387","18.478068655303","3.99640468749991","0.586244800373631","3.10025994890509","2.05912650716569","0.428616308506681","0.902266043085287"
"93","93","95_W_3","1995","Wood","3","23.1079271780301","16.6442228219697","15.6334774621207","21.2935553977272","4.53574895833324","0.351064436262508","0.224321414275629","0.806384674313006","0.241015359385091","0.846524454515652"
"94","94","98_E_2","1998","Egegik","2","21.8010147727272","20.2107838068181","13.1156376893947","21.3039921401504","2.38556818181714","0.256709566837352","1.88016165710851","1.45979597417864","0.286360275371332","0.405797254393852"
"95","95","98_E_3","1998","Egegik","3","23.1507889052529","15.2982790868926","14.588471526756","22.5070741286203","5.70990709376508","0.102247579810648","1.10020511586537","3.23428676479597","0.245711490371389","0.910419995639782"
"96","96","98_K_2","1998","Kvichak","2","22.8977237689392","14.4480853219689","13.8847523674242","22.18605681818","6.97317575757463","0.143808792587302","0.434537012040066","0.153398423492338","0.288432086132526","0.745968326789493"
"97","97","98_W_2","1998","Wood","2","23.8629764204542","15.129172064393","14.2594588068182","21.8720113636342","6.82404848484731","0.403349136397835","0.587784367641643","2.06858449010732","0.564558315002023","0.35662019398093"
"961","1","01_E_3","2001","Egegik","3","22.9297702651513","17.2367416193181","14.6227262310606","22.2464965435602","5.06062537878747","0.245858945106427","0.724753805891662","0.301369759311802","0.35660622246306","0.589095338741449"
"951","1","22_K_3","2022","Kvichak","3","21.8877186316288","15.3944808475379","14.420963873106","22.1828541429929","3.67244263731086","0.575558082733742","1.22621419783243","0.593997139930581","0.272259874265664","0.870212401962987"
"952","1","22_W_3","2022","Wood","3","21.4431186553033","20.9808940814395","13.2767990056819","20.4561955492425","4.21315170454544","0.212824190023161","2.63552469634845","0.741051977761192","0.423801111992349","0.437474401835433"
"941","1","13_W_2","2013","Wood","2","22.2596326704545","18.5568135416668","13.452238399622","22.6686480350371","4.0765076704546","0.380268098372047","0.918584205119854","0.0701744294317181","0.374728537219364","0.476098194795823"
"931","1","13_W_3","2013","Wood","3","21.9993953598484","16.1734841856062","14.1938724905309","22.7720126420447","4.08633186553016","0.274079052725348","0.746619254002849","0.968312518293123","0.354048414184209","0.632260149234771"
"921","1","04_E_2","2004","Egegik","2","23.0452429450758","18.9625896780304","12.4573189393944","22.9910957386361","4.4036014204542","0.218849637850623","1.83070718911828","1.31962008308398","0.307788838374425","0.644394439857601"
"911","1","10_W_2","2010","Wood","2","22.6812007575758","19.4730234848484","14.9474699337123","23.5506189393938","4.07198186553014","0.391932605884083","0.400195484025736","0.489075231970306","0.625205669867249","0.554560748969065"
"901","1","22_E_2","2022","Egegik","2","22.0896988636361","17.1991041666664","13.8033428030308","22.6385123106049","2.28971212121098","0.11811469953365","1.7679986176674","1.12533599168837","0.386515700663518","0.66999077486923"
"891","1","74_W_2","1974","Wood","2","23.1627858901514","19.1969893939395","14.3823853693182","23.1150002840909","4.41684303977259","0.191519324670732","1.13277348315365","1.22213943253665","0.650124872445168","0.512084331590835"
"881","1","89_K_2","1989","Kvichak","2","23.2419059185605","18.3697846117425","13.0556173295458","21.1520520359847","5.67439401041629","0.189190814869375","2.58421348795328","0.867228110421179","0.217840431744738","0.261721071244407"
"871","1","89_W_2","1989","WWood","2","22.4781939393937","21.2879582859846","13.6720015625005","21.9775588068176","2.55337713068125","0.206956014570048","1.0023985735798","0.162052520153488","0.174434034007825","0.705316087002293"
