"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"47",44852,"5AA",1406.4,18.947,-0.33,-0.33,"VAL",0.516396022727286
"48",44852,"5AA",1545.1,33.619,15.218,15.218,"NOR",14.4764056818182
"49",44852,"5AA",2084.8,18.099,-2.866,-2.866,"GLU",-3.09178352272693
"50",44852,"5AA",2197.4,16.939,-3.918,-3.918,"PHE",-4.74580738636365
"51",44856,"22_K_3",1301.7,9.055,20.726,20.726,"ALA",20.4707812500002
"52",44856,"22_K_3",1424.5,9.955,14.546,14.546,"VAL",15.4158812499999
"53",44856,"22_K_3",1554.3,3.88,16.414,16.414,"NOR",15.6445124999999
"54",44856,"22_K_3",2104.6,6.508,21.793,21.793,"GLU",21.6902062500002
"55",44856,"22_K_3",2208.1,1.727,5.103,5.103,"PHE",4.26029374999994
"56",44857,"22_K_3",1311.1,8.491,20.702,20.702,"ALA",20.4779843750003
"57",44857,"22_K_3",1433.5,7.541,12.412,12.412,"VAL",13.2877525568181
"58",44857,"22_K_3",1562.5,2.893,16.659,16.659,"NOR",15.8825392045454
"59",44857,"22_K_3",2114.7,6.042,21.419,21.419,"GLU",21.346953693182
"60",44857,"22_K_3",2216.2,1.593,3.626,3.626,"PHE",2.77956903409084
"61",44858,"22_K_3",1306.3,8.184,20.731,20.731,"ALA",20.5381875000003
"62",44858,"22_K_3",1429.1,10.138,14.089,14.089,"VAL",14.9706238636363
"63",44858,"22_K_3",1558.9,2.941,17.086,17.086,"NOR",16.3025659090908
"64",44858,"22_K_3",2112.6,5.022,20.603,20.603,"GLU",20.5617011363638
"65",44858,"22_K_3",2215.2,1.573,6.076,6.076,"PHE",5.22584431818177
"66",44859,"5AA",1331.5,29.465,-1.349,-1.349,"ALA",-1.51060937499986
"67",44859,"5AA",1452.3,18.019,-0.854,-0.854,"VAL",0.0334951704544387
"68",44859,"5AA",1588.6,25.02,15.057,15.057,"NOR",14.2665926136362
"69",44859,"5AA",2148.7,17.498,-3.43,-3.43,"GLU",-3.44055142045446
"70",44859,"5AA",2250.7,19.497,-3.958,-3.958,"PHE",-4.81188039772733
"71",44863,"5AA",1362.3,30.25,-0.641,-0.641,"ALA",-0.6777968749999
"72",44863,"5AA",1482,17.597,-0.33,-0.33,"VAL",0.580980397727097
"73",44863,"5AA",1616.6,24.917,15.192,15.192,"NOR",14.373699431818
"74",44863,"5AA",2179.9,16.778,-2.765,-2.765,"GLU",-2.65256164772734
"75",44863,"5AA",2277.3,15.357,-3.992,-3.992,"PHE",-4.86077926136374
"76",44864,"5AA",1369.8,29.163,-1.683,-1.683,"ALA",-1.68859375000008
"77",44864,"5AA",1489.8,22.01,-0.61,-0.61,"VAL",0.306851704545262
"78",44864,"5AA",1624.1,24.708,14.55,14.55,"NOR",13.7247261363634
"79",44864,"5AA",2188,16.39,-4.159,-4.159,"GLU",-4.01581420454556
"80",44864,"5AA",2284.2,14.756,-4.525,-4.525,"PHE",-5.39750397727284
