"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"70",46862,"5AA",2212.1,6.389,-5.662,-5.662,"PHE",-5.94564517045461
"71",46866,"5AA",1322.3,10.58,-1.105,-1.105,"ALA",-0.908407954545455
"72",46866,"5AA",1444,6.595,-1.085,-1.085,"VAL",0.952592329545201
"73",46866,"5AA",1578.2,11.102,14.371,14.371,"NOR",14.712748011364
"74",46866,"5AA",2131.4,7.242,-2.525,-2.525,"GLU",-2.75816676136334
"75",46866,"5AA",2236.5,7.017,-3.592,-3.592,"PHE",-3.96453039772723
"76",46867,"5AA",1330.3,10.208,-1.391,-1.391,"ALA",-1.17243409090918
"77",46867,"5AA",1451.7,6.839,-1.577,-1.577,"VAL",0.503002840908843
"78",46867,"5AA",1585.3,9.942,13.516,13.516,"NOR",13.9084414772728
"79",46867,"5AA",2140.2,6.986,-2.689,-2.689,"GLU",-2.94047897727241
"80",46867,"5AA",2243.8,6.463,-4.568,-4.568,"PHE",-4.96275170454544
