"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"29",46807,"71_K_2",2075.4,13.269,21.729,21.729,"GLU",21.5601732954528
"30",46807,"71_K_2",2182.4,3.59,3.631,3.631,"PHE",3.2583704545455
"31",46808,"71_K_3",1275.9,15.051,23.418,23.418,"ALA",23.2020056818168
"32",46808,"71_K_3",1397.6,5.667,21.791,21.791,"VAL",23.0760184659066
"33",46808,"71_K_3",1527.2,6.741,13.68,13.68,"NOR",13.3880022727255
"34",46808,"71_K_3",2061.6,7.315,22.111,22.111,"GLU",22.0942258522713
"35",46808,"71_K_3",2173.8,2.619,3.196,3.196,"PHE",2.95976477272779
"36",46809,"71_K_3",1276.2,14.449,23.175,23.175,"ALA",23.0595227272714
"37",46809,"71_K_3",1397.8,6.925,21.037,21.037,"VAL",22.4801988636344
"38",46809,"71_K_3",1527.4,6.473,13.913,13.913,"NOR",13.7904090909078
"39",46809,"71_K_3",2061.8,7.038,21.849,21.849,"GLU",21.9842784090898
"40",46809,"71_K_3",2174,2.475,2.479,2.479,"PHE",2.37915909090916
"41",46810,"71_K_3",1275.1,13.464,23.256,23.256,"ALA",23.241039772726
"42",46810,"71_K_3",1396.7,7.013,19.711,19.711,"VAL",21.3123792613613
"43",46810,"71_K_3",1526.5,7.05,13.997,13.997,"NOR",14.0438159090892
"44",46810,"71_K_3",2060.7,6.585,21.609,21.609,"GLU",21.8963309659074
"45",46810,"71_K_3",2173.2,2.272,3.192,3.192,"PHE",3.22855340909144
"46",46811,"5AA",1277.2,14.491,-1.178,-1.178,"ALA",-1.09244318181944
"47",46811,"5AA",1399,9.56,-1.017,-1.017,"VAL",0.742559659088278
"48",46811,"5AA",1535.1,17.395,14.519,14.519,"NOR",14.7352227272706
"49",46811,"5AA",2066.8,9.591,-3.721,-3.721,"GLU",-3.28161647727414
"50",46811,"5AA",2184.1,8.809,-5.221,-5.221,"PHE",-5.04805227272718
"51",46812,"71_E_2",1287.6,31.953,22.136,22.136,"ALA",22.3220738636351
"52",46812,"71_E_2",1408.7,14.928,17.069,17.069,"VAL",18.9867400568161
"53",46812,"71_E_2",1529.9,8.929,12.421,12.421,"NOR",12.8066295454529
"54",46812,"71_E_2",2083.3,21.044,21.803,21.803,"GLU",22.3944360795444
"55",46812,"71_E_2",2181.3,4.034,3.062,3.062,"PHE",3.3713420454551
"56",46813,"71_E_2",1287.6,31.332,22.365,22.365,"ALA",22.6515909090897
"57",46813,"71_E_2",1408.9,13.591,17.782,17.782,"VAL",19.8579204545431
"58",46813,"71_E_2",1530.3,8.751,12.535,12.535,"NOR",13.0900363636344
"59",46813,"71_E_2",2084.4,20.614,21.667,21.667,"GLU",22.4104886363619
"60",46813,"71_E_2",2181.5,3.906,3.639,3.639,"PHE",4.08473636363648
"61",46814,"71_E_2",1288.3,30.191,22.812,22.812,"ALA",23.1991079545443
"62",46814,"71_E_2",1409.5,14.702,16.426,16.426,"VAL",18.66010085227
"63",46814,"71_E_2",1530.9,8.779,12.425,12.425,"NOR",13.1494431818167
"64",46814,"71_E_2",2084.8,19.902,22.029,22.029,"GLU",22.9245411931804
"65",46814,"71_E_2",2182.4,3.683,4.541,4.541,"PHE",5.12313068181876
"66",46815,"71_E_3",1282.8,18.529,22.686,22.686,"ALA",23.1736249999989
"67",46815,"71_E_3",1404.1,10.175,17.004,17.004,"VAL",19.3962812499978
"68",46815,"71_E_3",1530.3,5.542,15.717,15.717,"NOR",16.6108499999981
"69",46815,"71_E_3",2073.7,9.606,22.204,22.204,"GLU",23.251593749998
"70",46815,"71_E_3",2180.1,2.443,2.759,2.759,"PHE",3.47752500000013
"71",46816,"71_E_3",1289.9,17.371,21.987,21.987,"ALA",22.5751420454535
"72",46816,"71_E_3",1411.2,10.086,16.521,16.521,"VAL",19.0714616477248
"73",46816,"71_E_3",1537.6,5.136,16.089,16.089,"NOR",17.1522568181804
"74",46816,"71_E_3",2083.7,9.648,21.83,21.83,"GLU",23.0296463068165
"75",46816,"71_E_3",2188.6,2.291,3.206,3.206,"PHE",4.06091931818242
"76",46817,"71_E_3",1317.7,16.565,21.767,21.767,"ALA",22.455659090908
"77",46817,"71_E_3",1438.5,10.066,16.578,16.578,"VAL",19.2866420454517
"78",46817,"71_E_3",1564.6,6.726,14.994,14.994,"NOR",16.2266636363618
"79",46817,"71_E_3",2121.3,9.005,21.923,21.923,"GLU",23.274698863635
"80",46817,"71_E_3",2219.8,2.08,3.067,3.067,"PHE",4.05831363636379
"81",46818,"5AA",1423.7,13.889,-1.788,-1.788,"ALA",-0.998823863637379
"82",46818,"5AA",1544.9,8.057,-2.43,-2.43,"VAL",0.436822443179568
"83",46818,"5AA",1679.7,13.986,13.926,13.926,"NOR",15.3280704545433
"84",46818,"5AA",2242.8,8.634,-3.834,-3.834,"GLU",-2.33024857954744
"85",46818,"5AA",2334.9,7.747,-5.284,-5.284,"PHE",-4.15629204545393
"86",46822,"5AA",1806.6,26.789,-2.525,-2.525,"ALA",-1.33375568181997
"87",46822,"5AA",2000.5,16.665,-3.284,-3.284,"VAL",0.215544034088227
"88",46822,"5AA",2237.8,27.188,11.797,11.797,"NOR",13.8766977272707
"89",46822,"5AA",2625.9,18.161,-5.677,-5.677,"GLU",-3.56503835227439
"90",46822,"5AA",2708,24.696,-5.666,-5.666,"PHE",-3.99271477272661
"91",46823,"5AA",1984.2,33.18,-2.622,-2.622,"ALA",-1.33023863636539
"92",46823,"5AA",2203.7,18.747,-3.377,-3.377,"VAL",0.280724431816074
"93",46823,"5AA",2400.2,30.573,11.064,11.064,"NOR",13.3131045454531
"94",46823,"5AA",2756.7,21.503,-6.183,-6.183,"GLU",-3.9189857954559
"95",46823,"5AA",2839.1,17.669,-8.394,-8.394,"PHE",-6.58432045454524
