"","Analysis","ID1","RT","AreaAll","d29N","d15N","AAID","adj"
"26",46484,"92_E_2",1281.4,18.692,24.274,24.274,"ALA",23.8429522727273
"27",46484,"92_E_2",1403.2,10.376,18.679,18.679,"VAL",19.6292670454546
"28",46484,"92_E_2",1528,5.178,14.406,14.406,"NOR",13.9469250000002
"29",46484,"92_E_2",2073.3,13.117,23.412,23.412,"GLU",22.9895914772723
"30",46484,"92_E_2",2176.7,2.764,3.062,3.062,"PHE",2.45825965909081
"31",46485,"89_W_3",1278.2,16.631,23.482,23.482,"ALA",23.0463738636364
"32",46485,"89_W_3",1399.3,10.044,16.4,16.4,"VAL",17.3262414772728
"33",46485,"89_W_3",1525.3,7.603,13.592,13.592,"NOR",13.1620875000002
"34",46485,"89_W_3",2066.6,9.923,23.857,23.857,"GLU",23.384116761363
"35",46485,"89_W_3",2172.8,1.927,3.811,3.811,"PHE",3.13538267045418
"36",46486,"89_W_3",1279.5,15.208,24.158,24.158,"ALA",23.7177954545455
"37",46486,"89_W_3",1400.5,10.415,15.624,15.624,"VAL",16.5262159090909
"38",46486,"89_W_3",1526.5,7.449,14.173,14.173,"NOR",13.7722500000002
"39",46486,"89_W_3",2067.4,9.586,24.539,24.539,"GLU",24.0156420454541
"40",46486,"89_W_3",2174,1.804,4.36,4.36,"PHE",3.612505681818
"41",46487,"89_W_3",1279.7,14.714,24.293,24.293,"ALA",23.8482170454546
"42",46487,"89_W_3",1400.9,10.278,15.536,15.536,"VAL",16.4141903409091
"43",46487,"89_W_3",1527,4.391,16.609,16.609,"NOR",16.2374125000002
"44",46487,"89_W_3",2068.1,9.369,24.321,24.321,"GLU",23.7471673295448
"45",46487,"89_W_3",2174.2,1.77,6.04,6.04,"PHE",5.22062869318182
"46",46488,"5AA",1281.2,23.422,-0.419,-0.419,"ALA",-0.868361363636334
"47",46488,"5AA",1401.8,13.636,-0.497,-0.497,"VAL",0.357164772727368
"48",46488,"5AA",1539.9,25.731,15.234,15.234,"NOR",14.8915750000002
"49",46488,"5AA",2077.5,14.616,-2.312,-2.312,"GLU",-2.93630738636407
"50",46488,"5AA",2191.2,13.052,-3.852,-3.852,"PHE",-4.74324829545481
"51",46489,"93_K_2",1288.7,27.271,23.851,23.851,"ALA",23.3970602272727
"52",46489,"93_K_2",1409.5,15.176,16.49,16.49,"VAL",17.3201392045456
"53",46489,"93_K_2",1531.1,6.004,15.894,15.894,"NOR",15.5807375000002
"54",46489,"93_K_2",2084.4,18.492,23.588,23.588,"GLU",22.9132178977266
"55",46489,"93_K_2",2181.8,4.028,6.879,6.879,"PHE",5.91587471590901
"56",46490,"93_K_2",1289.5,28.063,24.593,24.593,"ALA",24.1344818181818
"57",46490,"93_K_2",1410.3,14.184,15.739,15.739,"VAL",16.5451136363637
"58",46490,"93_K_2",1532.4,9.766,13.6,13.6,"NOR",13.3159000000001
"59",46490,"93_K_2",2086.4,18.131,23.257,23.257,"GLU",22.5317431818177
"60",46490,"93_K_2",2183.6,3.965,7.622,7.622,"PHE",6.58699772727284
"61",46491,"93_K_2",1293.7,27.734,24.114,24.114,"ALA",23.6509034090909
"62",46491,"93_K_2",1414.7,15.288,16.669,16.669,"VAL",17.4510880681819
"63",46491,"93_K_2",1536.8,9.753,13.948,13.948,"NOR",13.6930625000001
"64",46491,"93_K_2",2092.5,18.156,23.249,23.249,"GLU",22.4732684659084
"65",46491,"93_K_2",2188.4,4.019,7.956,7.956,"PHE",6.8491207386362
"66",46492,"84_W_2",1287.4,9.364,23.431,23.431,"ALA",22.963325
"67",46492,"84_W_2",1409.5,5.655,15.206,15.206,"VAL",15.9640625000002
"68",46492,"84_W_2",1539.9,6.91,13.827,13.827,"NOR",13.6012250000001
"69",46492,"84_W_2",2083.9,6.825,23.146,23.146,"GLU",22.3197937499995
"70",46492,"84_W_2",2190.1,1.795,8.424,8.424,"PHE",7.24524375000003
"71",46493,"84_W_2",1296.8,8.606,23.678,23.678,"ALA",23.2057465909091
"72",46493,"84_W_2",1419.1,5.284,15.489,15.489,"VAL",16.2230369318182
"73",46493,"84_W_2",1549.5,6.293,13.978,13.978,"NOR",13.7813875000001
"74",46493,"84_W_2",2097.3,6.465,22.928,22.928,"GLU",22.0513190340902
"75",46493,"84_W_2",2201.2,1.664,8.817,8.817,"PHE",7.5663667613634
"76",46494,"84_W_2",1304.2,8.519,23.258,23.258,"ALA",22.7811681818182
"77",46494,"84_W_2",1426.6,5.103,15.526,15.526,"VAL",16.2360113636365
"78",46494,"84_W_2",1557.1,5.77,14.106,14.106,"NOR",13.9385500000001
"79",46494,"84_W_2",2108.4,6.266,22.318,22.318,"GLU",21.3908443181813
"80",46494,"84_W_2",2210.2,1.552,6.498,6.498,"PHE",5.17548977272722
"81",46495,"5AA",1322.6,21.796,0.151,0.151,"ALA",-0.330410227272696
"82",46495,"5AA",1443.4,13.216,0.067,0.067,"VAL",0.752985795454722
"83",46495,"5AA",1579.4,20.576,14.908,14.908,"NOR",14.7697125000001
"84",46495,"5AA",2135.8,14.469,-1.801,-1.801,"GLU",-2.77863039772757
"85",46495,"5AA",2239.2,12.734,-3.483,-3.483,"PHE",-4.87738721590896
"86",46496,"80_W_2",1324.6,5.165,21.385,21.385,"ALA",20.8990113636364
"87",46496,"80_W_2",1448,3.904,14.217,14.217,"VAL",14.8789602272728
"88",46496,"80_W_2",1577.5,4.121,14.368,14.368,"NOR",14.258875
"89",46496,"80_W_2",2135.8,3.796,21.285,21.285,"GLU",20.2568948863631
"90",46496,"80_W_2",2236.5,1.302,6.491,6.491,"PHE",5.02473579545441
"91",46497,"80_W_2",1334.7,4.609,21.167,21.167,"ALA",20.6764329545455
"92",46497,"80_W_2",1457.8,4.718,12.626,12.626,"VAL",13.263934659091
"93",46497,"80_W_2",1586.3,3.071,17.337,17.337,"NOR",17.2570375
"94",46497,"80_W_2",2145.6,3.427,20.985,20.985,"GLU",19.9064201704542
"95",46498,"80_W_2",1341.4,4.348,20.842,20.842,"ALA",20.3468545454546
"96",46498,"80_W_2",1464.7,4.916,12.054,12.054,"VAL",12.6679090909093
"97",46498,"80_W_2",1593,3.56,14.395,14.395,"NOR",14.3442
"98",46498,"80_W_2",2155.6,3.198,18.505,18.505,"GLU",17.3759454545449
"99",46499,"5AA",1358.9,20.414,-0.986,-0.986,"ALA",-1.48572386363634
"100",46499,"5AA",1479.9,15.282,-0.374,-0.374,"VAL",0.215883522727301
"101",46499,"5AA",1615.2,19.091,14.106,14.106,"NOR",14.0843625
"102",46499,"5AA",2180.9,12.603,-2.025,-2.025,"GLU",-3.20452926136398
"103",46499,"5AA",2278.3,12.862,-3.116,-3.116,"PHE",-4.79789517045458
"104",46500,"5AA",1366.9,19.781,-1.226,-1.226,"ALA",-1.73030227272724
"105",46500,"5AA",1487.9,14.713,-0.365,-0.365,"VAL",0.20085795454556
"106",46500,"5AA",1623.5,18.135,13.49,13.49,"NOR",13.497525
"107",46500,"5AA",2191.2,12.541,-2.817,-2.817,"GLU",-4.04700397727331
"108",46500,"5AA",2287.5,13.802,-3.654,-3.654,"PHE",-5.40777215909075
